Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0910,SAS,Ginobili,54%,25.2,13.1,+12.1,+8.8,+0.7,+8.1,+10.5
0910,SAS,Duncan,62%,27.8,15.9,+11.9,+7.6,+1.0,+6.6,+9.8
0910,SAS,Bonner,29%,16.8,15.5,+1.4,+8.6,+3.6,+5.1,+2.8
0910,SAS,Parker,44%,18.4,16.2,+2.2,+6.1,+4.3,+1.8,+2.0
0910,SAS,Jefferson,64%,14.8,15.2,-0.3,+5.9,+3.6,+2.2,+0.7
0910,SAS,Hill,58%,16.4,15.6,+0.8,+4.2,+6.2,-2.0,-0.3
0910,SAS,Haislip,1%,17.4,11.9,+5.5,-5.5,+5.2,-10.7,-1.0
0910,SAS,Blair,38%,20.0,19.9,+0.1,+3.2,+6.2,-3.0,-1.1
0910,SAS,Mahinmi,4%,24.3,20.4,+3.9,-5.0,+5.5,-10.5,-1.8
0910,SAS,Jackson,1%,21.2,23.6,-2.4,+3.8,+5.1,-1.3,-2.0
0910,SAS,McDyess,41%,14.0,19.0,-5.1,+6.4,+4.1,+2.2,-2.2
0910,SAS,Hairston,8%,13.0,15.7,-2.7,-1.8,+5.7,-7.5,-4.6
0910,SAS,Mason,38%,11.0,16.0,-5.0,+2.0,+7.0,-5.0,-5.0
0910,SAS,Temple,5%,12.5,23.8,-11.3,+8.5,+4.9,+3.6,-5.3
0910,SAS,Finley,10%,7.4,14.0,-6.6,+1.5,+5.5,-4.0,-5.6
0910,SAS,Bogans,39%,8.7,15.3,-6.6,+1.0,+7.7,-6.6,-6.6
0910,SAS,Ratliff,5%,8.7,16.4,-7.7,-13.7,+6.0,-19.6,-12.5
