Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1516,LAL,Bass,34%,19.2,21.4,-2.2,-0.8,-14.0,+13.3,+2.9
1516,LAL,Williams,48%,19.3,16.0,+3.3,-10.1,-9.0,-1.1,+1.8
1516,LAL,NanceJr,32%,15.0,16.9,-1.9,-3.6,-12.4,+8.8,+1.6
1516,LAL,Huertas,22%,11.3,16.8,-5.6,+1.0,-12.5,+13.6,+0.8
1516,LAL,Black,13%,13.9,19.6,-5.7,+1.9,-11.2,+13.1,+0.6
1516,LAL,WorldPeace,15%,9.1,14.1,-5.0,-5.4,-10.3,+4.9,-1.7
1516,LAL,Kelly,12%,11.6,21.0,-9.4,+0.0,-10.8,+10.8,-2.7
1516,LAL,Bryant,47%,15.9,15.9,-0.0,-14.6,-5.0,-9.6,-3.2
1516,LAL,Russell,57%,14.2,17.7,-3.4,-11.7,-6.7,-5.0,-3.9
1516,LAL,Brown,15%,5.4,15.9,-10.5,-2.6,-10.8,+8.1,-4.3
1516,LAL,Randle,58%,15.7,16.9,-1.2,-14.3,-3.0,-11.3,-4.6
1516,LAL,Young,26%,9.7,17.7,-7.9,-9.4,-9.6,+0.2,-5.2
1516,LAL,Clarkson,65%,15.5,21.8,-6.3,-11.8,-5.4,-6.4,-6.4
1516,LAL,Sacre,8%,11.3,23.5,-12.2,-4.9,-9.9,+5.0,-6.5
1516,LAL,Hibbert,48%,12.3,23.8,-11.4,-17.5,-2.3,-15.2,-12.7
