Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0708,PHI,Randolph,1%,16.9,10.4,+6.5,+24.6,+0.2,+24.3,+13.6
0708,PHI,Iguodala,82%,21.5,14.5,+6.9,+0.2,+1.6,-1.4,+3.6
0708,PHI,Ollie,8%,11.1,10.8,+0.3,+7.7,-0.2,+7.9,+3.3
0708,PHI,Young,39%,18.5,19.4,-0.8,+5.7,-3.0,+8.8,+3.0
0708,PHI,Carney,26%,13.8,12.9,+0.9,+1.2,+0.1,+1.1,+1.0
0708,PHI,Williams,47%,18.9,17.3,+1.6,+0.1,+0.7,-0.6,+0.7
0708,PHI,Dalembert,69%,17.4,16.8,+0.6,+0.2,+0.8,-0.6,+0.1
0708,PHI,Miller,76%,20.8,17.4,+3.4,-1.1,+5.2,-6.3,-0.5
0708,PHI,Green,50%,14.7,17.1,-2.3,-0.0,+0.9,-0.9,-1.8
0708,PHI,Korver,17%,12.1,17.3,-5.2,-0.1,+0.5,-0.7,-3.4
0708,PHI,Amundson,2%,8.3,14.9,-6.6,+0.7,+0.4,+0.3,-3.8
0708,PHI,Smith,28%,12.1,20.8,-8.7,+1.6,-0.1,+1.7,-4.6
0708,PHI,Evans,48%,12.5,17.5,-5.0,-1.8,+2.4,-4.1,-4.7
0708,PHI,Booth,5%,8.1,20.4,-12.2,-0.5,+0.5,-0.9,-7.7
0708,PHI,Giricek,3%,8.5,16.8,-8.3,-11.8,+0.8,-12.6,-10.0
