Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,NYK,Robinson,44%,30.2,21.4,+8.8,-3.6,-8.8,+5.2,+7.6
1920,NYK,MorrisSr.,44%,20.2,18.9,+1.2,-4.3,-8.2,+4.0,+2.1
1920,NYK,Randle,65%,23.4,22.5,+0.9,-5.7,-8.0,+2.2,+1.4
1920,NYK,Dotson,26%,14.6,14.7,-0.1,-5.0,-7.0,+2.0,+0.6
1920,NYK,Ellington,18%,11.4,14.2,-2.8,-1.3,-7.6,+6.3,+0.2
1920,NYK,Allen,4%,18.4,16.8,+1.6,-8.8,-6.4,-2.3,+0.0
1920,NYK,Rabb,0%,0.0,0.0,+0.0,+0.0,-6.5,+6.5,+0.0
1920,NYK,Payton,39%,21.1,24.8,-3.7,-3.2,-8.6,+5.4,-0.7
1920,NYK,Portis,44%,19.6,20.9,-1.4,-6.6,-6.4,-0.2,-1.0
1920,NYK,Trier,9%,19.3,19.4,-0.1,-11.9,-6.0,-5.9,-2.0
1920,NYK,Bullock,21%,12.3,17.0,-4.7,-5.8,-6.7,+0.9,-2.8
1920,NYK,Ntilikina,37%,12.9,21.7,-8.8,-4.2,-7.9,+3.7,-4.6
1920,NYK,Harkless,9%,13.4,21.4,-8.0,-6.0,-6.6,+0.6,-5.1
1920,NYK,Gibson,32%,20.9,24.3,-3.4,-12.4,-3.7,-8.6,-5.1
1920,NYK,Barrett,54%,14.4,19.3,-5.0,-9.4,-3.2,-6.2,-5.4
1920,NYK,KnoxII,36%,11.3,21.5,-10.3,-7.7,-5.9,-1.8,-7.4
1920,NYK,Brazdeikis,2%,4.4,16.5,-12.1,-10.5,-6.5,-4.1,-9.4
1920,NYK,SmithJr.,17%,9.9,24.9,-15.0,-17.9,-4.2,-13.7,-14.6
