Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,MIA,Weber,0%,49.7,-6.9,+56.6,+88.3,+1.6,+86.8,+47.7
1516,MIA,Stokes,0%,24.4,1.2,+23.2,+27.1,+1.5,+25.6,+24.0
1516,MIA,Ennis,0%,-4.1,-21.7,+17.6,-6.5,+1.6,-8.2,+9.0
1516,MIA,Whiteside,54%,28.8,18.6,+10.1,+2.0,+1.2,+0.8,+7.0
1516,MIA,Chalmers,3%,10.5,12.7,-2.2,+21.2,+1.0,+20.1,+5.3
1516,MIA,Wade,57%,22.2,12.8,+9.3,-0.1,+3.9,-4.0,+4.9
1516,MIA,Bosh,45%,22.6,17.1,+5.5,+0.8,+2.3,-1.5,+3.1
1516,MIA,Dragic,60%,17.1,16.7,+0.4,+4.1,-2.0,+6.2,+2.3
1516,MIA,Johnson,19%,16.6,16.0,+0.6,+5.9,+0.6,+5.3,+2.2
1516,MIA,Richardson,28%,12.6,12.6,+0.1,+1.7,+1.6,+0.1,+0.1
1516,MIA,Deng,60%,16.7,15.4,+1.3,+0.5,+3.4,-2.9,-0.1
1516,MIA,Stoudemire,19%,19.5,20.4,-0.9,+0.6,+1.9,-1.3,-1.0
1516,MIA,T.Johnson,22%,15.3,17.0,-1.8,+0.4,+2.0,-1.5,-1.7
1516,MIA,Winslow,56%,9.5,13.4,-3.9,+2.4,+0.7,+1.7,-2.0
1516,MIA,McRoberts,15%,11.1,14.3,-3.2,+0.2,+1.9,-1.7,-2.7
1516,MIA,Green,39%,10.9,15.3,-4.3,+1.2,+1.9,-0.7,-3.1
1516,MIA,Udrih,15%,9.8,17.0,-7.2,-0.2,+1.9,-2.1,-5.5
1516,MIA,Haslem,7%,10.7,19.0,-8.3,-3.0,+2.0,-4.9,-7.2
1516,MIA,Andersen,1%,19.4,23.9,-4.5,-22.6,+1.9,-24.5,-11.2
