Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0708,TOR,Johnson,0%,2.0,-3.6,+5.6,+34.9,+2.8,+32.1,+16.2
0708,TOR,Bosh,61%,26.6,14.8,+11.8,+7.2,-3.9,+11.0,+11.5
0708,TOR,Moon,55%,17.0,14.2,+2.8,+5.9,-0.8,+6.7,+4.4
0708,TOR,Calderon,63%,22.8,16.7,+6.1,+3.5,+1.9,+1.6,+4.3
0708,TOR,Nesterovic,37%,18.1,15.0,+3.1,+1.7,+3.6,-1.8,+1.1
0708,TOR,Martin,4%,6.9,14.2,-7.3,+15.9,+2.4,+13.5,+1.0
0708,TOR,Ford,30%,22.9,18.4,+4.5,-0.2,+4.2,-4.4,+1.0
0708,TOR,Parker,66%,16.3,17.4,-1.1,+3.1,+2.4,+0.7,-0.4
0708,TOR,Humphries,23%,17.8,18.2,-0.4,-2.1,+4.4,-6.5,-2.8
0708,TOR,Dixon,11%,12.4,16.1,-3.7,+0.0,+3.2,-3.2,-3.5
0708,TOR,Baston,3%,19.6,23.1,-3.6,-1.4,+3.0,-4.4,-3.9
0708,TOR,Delfino,49%,15.6,19.0,-3.5,+0.4,+5.2,-4.9,-4.0
0708,TOR,Bargnani,47%,12.3,19.6,-7.4,+3.1,+2.7,+0.5,-4.2
0708,TOR,Kapono,39%,12.2,18.1,-5.9,+0.6,+4.3,-3.7,-5.0
0708,TOR,Graham,8%,11.9,18.7,-6.9,-1.7,+3.3,-5.0,-6.1
0708,TOR,Brezec,3%,11.6,23.6,-12.0,+4.4,+2.8,+1.5,-6.6
0708,TOR,Garbajosa,2%,12.2,18.4,-6.2,-7.2,+3.1,-10.2,-7.8
