Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1314,SAC,Cousins,58%,28.3,18.1,+10.2,-0.4,-6.3,+6.0,+8.8
1314,SAC,Thomas,63%,21.7,15.5,+6.3,+0.6,-8.8,+9.3,+7.3
1314,SAC,Gay,48%,20.9,14.9,+6.0,-1.5,-4.1,+2.6,+4.9
1314,SAC,MbahaMoute,5%,12.7,9.8,+3.0,-4.2,-2.8,-1.4,+1.5
1314,SAC,Thornton,28%,10.0,13.6,-3.5,-0.5,-3.8,+3.4,-1.2
1314,SAC,Williams,42%,12.8,14.0,-1.2,-4.5,-1.7,-2.7,-1.7
1314,SAC,Thompson,51%,12.1,17.4,-5.4,-0.2,-5.7,+5.5,-1.8
1314,SAC,Fredette,12%,17.3,18.7,-1.4,-6.0,-2.5,-3.6,-2.1
1314,SAC,Evans,13%,15.4,19.2,-3.8,-2.4,-3.0,+0.6,-2.4
1314,SAC,Patterson,10%,11.0,15.5,-4.5,-3.5,-2.8,-0.7,-3.2
1314,SAC,Outlaw,27%,11.0,15.4,-4.4,-4.6,-2.3,-2.3,-3.7
1314,SAC,Cunningham,1%,12.9,20.7,-7.7,+0.8,-2.9,+3.8,-3.9
1314,SAC,Vasquez,12%,14.9,18.5,-3.6,-7.5,-2.3,-5.3,-4.1
1314,SAC,Salmons,11%,8.7,13.8,-5.1,-6.3,-2.5,-3.8,-4.7
1314,SAC,Hayes,5%,12.5,21.7,-9.2,+1.1,-3.1,+4.1,-4.8
1314,SAC,McCallum,23%,10.1,17.1,-7.1,-5.1,-2.2,-2.9,-5.7
1314,SAC,McLemore,55%,8.0,16.8,-8.9,-4.5,-0.9,-3.7,-7.1
1314,SAC,Gray,8%,8.6,15.7,-7.1,-11.3,-2.1,-9.2,-7.8
1314,SAC,Acy,20%,10.4,20.9,-10.5,-7.1,-1.8,-5.2,-8.7
1314,SAC,Landry,6%,12.2,22.0,-9.8,-13.6,-2.2,-11.4,-10.3
1314,SAC,N'Diaye,2%,3.1,18.1,-15.0,-17.4,-2.6,-14.8,-14.9
1314,SAC,Johnson,1%,-1.2,19.7,-21.0,-16.3,-2.7,-13.5,-18.5
1314,SAC,White,0%,-9.7,48.7,-58.5,-32.4,-2.8,-29.5,-48.8
