Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1112,DET,Stuckey,51%,17.6,13.5,+4.1,-1.0,-8.8,+7.8,+5.3
1112,DET,Monroe,65%,22.9,19.2,+3.7,-4.6,-5.0,+0.4,+2.6
1112,DET,Prince,65%,12.7,11.1,+1.6,-5.5,-3.3,-2.2,+0.3
1112,DET,Jerebko,46%,14.6,17.2,-2.6,-4.6,-4.9,+0.3,-1.6
1112,DET,Gordon,44%,13.2,14.3,-1.1,-6.4,-3.5,-3.0,-1.7
1112,DET,Macklin,4%,19.0,24.5,-5.5,+0.7,-5.0,+5.7,-1.8
1112,DET,Maxiell,46%,12.1,17.6,-5.5,-2.4,-6.8,+4.4,-2.2
1112,DET,Wallace,31%,11.7,15.7,-4.0,-5.2,-4.6,-0.6,-2.9
1112,DET,Villanueva,6%,16.2,17.0,-0.8,-12.3,-4.3,-8.0,-3.2
1112,DET,Bynum,16%,9.3,16.4,-7.1,-3.5,-5.0,+1.5,-4.2
1112,DET,Wilkins,29%,6.8,15.4,-8.6,-2.7,-5.6,+2.9,-4.8
1112,DET,Knight,67%,11.4,17.3,-5.9,-5.9,-2.5,-3.3,-5.1
1112,DET,Daye,19%,6.5,14.0,-7.5,-11.3,-3.2,-8.1,-7.7
1112,DET,Russell,11%,6.7,16.2,-9.6,-9.0,-4.2,-4.8,-8.0
