Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1314,NYK,Anthony,75%,25.9,13.6,+12.3,+1.6,-8.1,+9.8,+11.4
1314,NYK,Clark,2%,14.4,11.6,+2.8,+5.5,-0.9,+6.4,+4.0
1314,NYK,Aldrich,8%,21.1,18.2,+2.9,-2.2,-0.7,-1.5,+1.4
1314,NYK,Chandler,42%,18.2,18.6,-0.4,+0.4,-1.6,+2.0,+0.4
1314,NYK,Martin,16%,13.4,14.9,-1.4,+2.6,-1.4,+4.0,+0.4
1314,NYK,Smith,61%,14.7,15.5,-0.8,-0.1,-1.8,+1.7,+0.0
1314,NYK,Stoudemire,37%,20.2,16.8,+3.3,-5.2,+1.8,-7.0,-0.1
1314,NYK,Prigioni,32%,14.1,17.2,-3.1,+1.0,-1.7,+2.7,-1.1
1314,NYK,Bargnani,32%,15.2,14.3,+1.0,-4.8,+1.1,-5.8,-1.3
1314,NYK,Felton,51%,13.6,17.9,-4.3,+0.5,-2.2,+2.7,-2.0
1314,NYK,Shumpert,49%,10.3,18.0,-7.7,+3.9,-5.3,+9.2,-2.1
1314,NYK,WorldPeace,10%,12.2,15.8,-3.6,-0.1,-0.9,+0.7,-2.2
1314,NYK,Hardaway,47%,13.3,16.0,-2.7,-4.3,+2.4,-6.7,-4.0
1314,NYK,Tyler,10%,14.0,17.6,-3.6,-6.2,-0.2,-6.0,-4.4
1314,NYK,Udrih,15%,13.1,22.1,-8.9,-8.0,+0.5,-8.5,-8.8
1314,NYK,Murry,9%,11.7,23.8,-12.2,-3.6,-0.5,-3.1,-9.2
1314,NYK,Brown,4%,8.8,20.2,-11.4,-13.3,-0.3,-13.0,-11.9
