Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0708,SAS,Ginobili,58%,27.5,12.4,+15.1,+8.9,-1.0,+9.9,+13.0
0708,SAS,Langford,0%,-1.7,-9.1,+7.4,+25.0,+4.7,+20.3,+12.6
0708,SAS,Duncan,67%,27.6,16.0,+11.6,+7.7,-1.1,+8.8,+10.5
0708,SAS,Parker,59%,22.6,15.3,+7.4,+7.2,+1.4,+5.8,+6.7
0708,SAS,Barry,14%,18.8,18.8,+0.0,+5.4,+4.7,+0.8,+0.3
0708,SAS,Udoka,33%,13.2,14.0,-0.7,+5.9,+4.2,+1.6,+0.2
0708,SAS,Finley,56%,13.2,14.3,-1.1,+4.8,+4.8,+0.0,-0.6
0708,SAS,Bonner,22%,14.2,16.8,-2.6,+4.6,+4.8,-0.2,-1.6
0708,SAS,Thomas,13%,12.7,14.7,-1.9,+2.7,+5.1,-2.4,-2.1
0708,SAS,Oberto,42%,15.5,18.2,-2.6,+1.7,+7.0,-5.3,-3.7
0708,SAS,Washington,4%,10.5,14.2,-3.7,+0.0,+5.0,-5.0,-4.2
0708,SAS,Johnson,1%,20.1,22.4,-2.3,-3.5,+4.8,-8.3,-4.7
0708,SAS,Bowen,62%,8.1,16.3,-8.2,+4.1,+5.9,-1.8,-5.6
0708,SAS,Vaughn,29%,10.5,16.7,-6.2,+1.1,+6.3,-5.1,-5.8
0708,SAS,Elson,14%,9.9,16.0,-6.1,-0.1,+5.5,-5.6,-5.9
0708,SAS,Horry,15%,11.1,19.6,-8.6,+1.1,+5.4,-4.3,-6.9
0708,SAS,Jones,1%,4.4,7.4,-3.1,-17.0,+4.9,-21.9,-10.6
0708,SAS,Richardson,1%,12.4,11.9,+0.6,-23.1,+5.0,-28.0,-10.9
0708,SAS,Stoudamire,10%,5.8,18.7,-13.0,-6.5,+6.1,-12.6,-12.8
0708,SAS,Mahinmi,1%,40.4,41.0,-0.7,-29.8,+5.0,-34.8,-14.3
0708,SAS,Williams,0%,0.0,-21.8,+21.8,-72.0,+4.8,-76.8,-17.7
