Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0708,GSW,Davis,81%,22.3,17.9,+4.5,+3.6,-3.8,+7.5,+5.7
0708,GSW,Ellis,78%,21.2,16.9,+4.3,+3.3,-1.6,+4.9,+4.6
0708,GSW,Biedrins,53%,21.3,20.9,+0.4,+4.8,-0.7,+5.6,+2.5
0708,GSW,Jackson,72%,16.9,15.9,+1.0,+3.5,-1.1,+4.6,+2.4
0708,GSW,Harrington,55%,17.7,17.9,-0.2,+3.4,+0.7,+2.6,+0.9
0708,GSW,Watson,9%,12.2,13.5,-1.3,+1.3,+2.3,-1.0,-1.2
0708,GSW,Azubuike,44%,15.2,15.9,-0.7,-0.2,+4.1,-4.3,-2.1
0708,GSW,Wright,9%,19.2,18.8,+0.4,-3.5,+2.8,-6.2,-2.2
0708,GSW,Pietrus,33%,14.4,18.3,-3.9,+0.9,+2.9,-2.0,-3.1
0708,GSW,Croshere,12%,15.0,19.2,-4.2,+0.4,+2.4,-2.0,-3.3
0708,GSW,Perovic,1%,11.7,19.4,-7.7,+5.1,+2.2,+2.9,-3.5
0708,GSW,Barnes,36%,14.7,21.3,-6.6,+0.1,+3.4,-3.3,-5.3
0708,GSW,Webber,3%,12.4,17.0,-4.6,-8.0,+2.5,-10.6,-7.0
0708,GSW,Belinelli,6%,9.5,14.5,-5.0,-8.0,+2.9,-10.8,-7.4
0708,GSW,Hudson,2%,6.3,16.5,-10.3,-6.2,+2.4,-8.6,-9.6
0708,GSW,O'Bryant,3%,15.7,30.1,-14.5,-14.5,+2.6,-17.2,-15.5
0708,GSW,Mbenga,3%,7.5,26.1,-18.6,-8.9,+2.6,-11.4,-15.7
