Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2122,HOU,Garuba,6%,16.3,21.1,-4.8,+6.8,-9.6,+16.4,+2.3
2122,HOU,MartinJr.,42%,17.9,17.5,+0.4,-7.0,-9.8,+2.8,+1.2
2122,HOU,Gordon,42%,15.3,16.7,-1.4,-5.2,-11.1,+5.9,+1.0
2122,HOU,Fernando,2%,33.3,23.0,+10.3,+0.0,-8.8,+8.8,+1.0
2122,HOU,Queen,2%,23.1,16.2,+6.9,+5.4,-8.9,+14.3,+0.9
2122,HOU,PorterJr.,48%,17.1,17.2,-0.1,-7.2,-9.9,+2.7,+0.8
2122,HOU,Mathews,43%,13.7,17.1,-3.4,-6.2,-10.5,+4.3,-0.8
2122,HOU,Christopher,34%,15.3,15.6,-0.3,-10.0,-7.9,-2.1,-0.9
2122,HOU,Nwaba,15%,19.2,20.1,-0.9,-9.5,-8.5,-1.1,-0.9
2122,HOU,Wood,53%,24.3,25.8,-1.5,-9.5,-7.6,-1.9,-1.6
2122,HOU,Tate,52%,17.8,21.8,-4.0,-9.6,-7.5,-2.1,-3.4
2122,HOU,Schroder,10%,14.5,18.5,-4.0,-12.3,-8.2,-4.1,-4.0
2122,HOU,Sengun,38%,19.8,25.2,-5.4,-10.2,-7.7,-2.5,-4.5
2122,HOU,HouseJr.,6%,9.0,18.9,-9.9,-4.2,-8.9,+4.7,-5.0
2122,HOU,Brooks,17%,10.7,21.1,-10.4,-4.8,-9.4,+4.6,-5.4
2122,HOU,Augustin,13%,12.3,20.5,-8.2,-11.5,-8.2,-3.3,-6.6
2122,HOU,Green,54%,15.8,22.4,-6.6,-11.9,-4.7,-7.1,-6.8
2122,HOU,Nix,7%,10.4,25.6,-15.2,-8.7,-8.6,-0.1,-10.2
2122,HOU,Theis,15%,13.4,23.1,-9.7,-18.3,-6.9,-11.4,-10.3
