Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,LAC,Paul,61%,29.0,16.2,+12.8,+11.0,-6.3,+17.3,+14.3
1516,LAC,Redick,53%,19.1,11.8,+7.4,+11.7,-4.1,+15.8,+10.2
1516,LAC,Jordan,66%,23.6,18.3,+5.3,+8.0,-2.9,+10.9,+7.2
1516,LAC,Griffin,30%,24.6,16.5,+8.2,+7.4,+2.9,+4.4,+6.9
1516,LAC,Wilcox,4%,14.0,8.0,+6.0,+6.3,+4.2,+2.1,+4.7
1516,LAC,Stepheson,0%,10.2,13.4,-3.2,+16.7,+4.2,+12.5,+2.0
1516,LAC,Crawford,54%,15.1,12.3,+2.8,+3.8,+4.8,-1.0,+1.5
1516,LAC,Aldrich,20%,24.0,19.3,+4.7,-1.5,+5.7,-7.2,+0.8
1516,LAC,Johnson,42%,12.2,14.7,-2.5,+3.5,+4.8,-1.3,-2.1
1516,LAC,MbahaMoute,32%,8.1,16.4,-8.4,+5.9,+3.5,+2.5,-4.8
1516,LAC,Jeff.Green,18%,13.1,17.4,-4.3,-0.5,+5.3,-5.8,-4.8
1516,LAC,Smith,12%,14.5,15.2,-0.7,-9.5,+6.0,-15.6,-5.6
1516,LAC,Prigioni,21%,11.4,14.9,-3.5,-3.9,+6.4,-10.3,-5.8
1516,LAC,Pierce,31%,9.1,17.2,-8.1,+2.1,+5.2,-3.0,-6.4
1516,LAC,Rivers,37%,12.1,14.3,-2.2,-5.3,+9.8,-15.2,-6.5
1516,LAC,Stephenson,17%,10.9,16.7,-5.8,-2.5,+5.7,-8.2,-6.6
1516,LAC,Ayres,3%,9.6,21.8,-12.2,-20.7,+4.9,-25.7,-16.7
1516,LAC,Dawson,1%,7.6,35.6,-28.0,-24.8,+4.5,-29.2,-28.4
