Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0910,TOR,Bosh,64%,28.2,18.1,+10.1,+0.1,-5.0,+5.1,+8.1
0910,TOR,Belinelli,28%,14.2,13.3,+0.9,+3.3,-3.8,+7.1,+3.4
0910,TOR,Johnson,37%,18.7,19.5,-0.8,+1.8,-3.8,+5.6,+1.7
0910,TOR,Evans,8%,13.2,12.7,+0.5,-0.8,-1.9,+1.1,+0.7
0910,TOR,Jack,57%,18.3,18.1,+0.2,-2.0,-1.4,-0.6,-0.1
0910,TOR,Turkoglu,57%,15.1,15.1,+0.0,-2.6,-0.6,-2.0,-0.8
0910,TOR,Calderon,46%,18.5,21.8,-3.3,-0.7,-2.7,+2.0,-1.2
0910,TOR,Bargnani,71%,17.6,18.9,-1.4,-2.7,+0.4,-3.0,-2.0
0910,TOR,Weems,35%,14.6,18.8,-4.2,-1.8,-1.8,-0.0,-2.6
0910,TOR,Mensah-Bonsu,3%,12.3,10.9,+1.5,-13.0,-1.5,-11.5,-3.7
0910,TOR,Banks,6%,17.3,22.1,-4.8,-4.1,-1.6,-2.5,-3.9
0910,TOR,Wright,35%,9.8,19.0,-9.2,+0.1,-2.8,+2.9,-4.3
0910,TOR,DeRozan,42%,14.2,18.1,-4.0,-6.7,+1.8,-8.5,-5.8
0910,TOR,Nesterovic,10%,18.0,20.2,-2.2,-12.3,-0.5,-11.8,-6.0
0910,TOR,O'Bryant,1%,11.3,19.1,-7.8,-19.8,-1.5,-18.3,-12.0
