Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0809,SAC,Gooden,1%,20.9,6.9,+14.0,+1.8,-8.7,+10.6,+12.6
0809,SAC,McCants,12%,19.2,12.8,+6.3,-3.4,-9.4,+5.9,+6.2
0809,SAC,Martin,49%,21.3,14.7,+6.6,-7.4,-9.8,+2.4,+4.9
0809,SAC,Diogu,4%,27.5,18.4,+9.1,-14.2,-8.5,-5.7,+3.2
0809,SAC,Thomas,2%,10.1,10.7,-0.6,-4.7,-8.7,+4.1,+1.3
0809,SAC,Jackson,37%,13.8,15.2,-1.3,-6.1,-10.2,+4.0,+0.8
0809,SAC,Thompson,58%,15.5,20.7,-5.2,-6.1,-12.2,+6.2,-0.6
0809,SAC,Miller,34%,17.6,20.4,-2.9,-8.5,-8.8,+0.3,-1.6
0809,SAC,Salmons,50%,17.7,17.8,-0.2,-10.9,-6.4,-4.5,-1.9
0809,SAC,Williams,8%,13.7,19.6,-5.9,-5.8,-8.9,+3.1,-2.3
0809,SAC,Udrih,57%,13.7,19.4,-5.7,-7.6,-10.0,+2.4,-2.5
0809,SAC,Garcia,50%,15.6,17.5,-1.8,-10.5,-6.9,-3.6,-2.5
0809,SAC,Douby,6%,9.2,17.8,-8.7,-3.2,-9.0,+5.8,-2.9
0809,SAC,Nocioni,18%,15.3,23.9,-8.6,-5.3,-9.4,+4.2,-3.5
0809,SAC,Moore,19%,9.7,20.0,-10.3,-8.2,-8.8,+0.6,-5.9
0809,SAC,Hawes,57%,14.6,20.4,-5.8,-11.4,-5.1,-6.3,-6.0
0809,SAC,Solomon,4%,14.1,17.1,-3.0,-20.6,-8.1,-12.5,-6.8
0809,SAC,Brown,17%,8.7,20.2,-11.5,-12.7,-7.8,-4.8,-8.9
0809,SAC,Greene,18%,5.9,20.2,-14.3,-10.8,-8.2,-2.6,-9.6
0809,SAC,Booth,1%,12.2,25.6,-13.4,-21.0,-8.5,-12.6,-13.0
0809,SAC,Simmons,1%,-8.6,5.0,-13.6,-45.4,-8.4,-36.9,-22.9
