Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,GSW,Curry,63%,20.5,17.4,+3.0,-0.3,-5.7,+5.4,+3.8
1011,GSW,D.Wright,79%,15.8,15.7,+0.1,-2.0,-3.5,+1.5,+0.6
1011,GSW,Ellis,81%,19.4,15.6,+3.8,-3.5,+2.7,-6.2,+0.4
1011,GSW,Lee,66%,19.0,19.4,-0.4,-2.1,-2.7,+0.6,-0.1
1011,GSW,Williams,41%,15.8,16.2,-0.4,-2.0,-2.5,+0.5,-0.1
1011,GSW,Udoh,26%,10.3,15.4,-5.1,+5.0,-4.9,+9.9,-0.1
1011,GSW,Thornton,8%,11.9,14.5,-2.5,+1.4,-2.6,+4.0,-0.3
1011,GSW,Lin,7%,15.8,18.9,-3.1,+1.7,-2.6,+4.3,-0.6
1011,GSW,Radmanovic,29%,13.3,19.8,-6.4,+2.0,-4.1,+6.1,-2.3
1011,GSW,B.Wright,5%,17.4,17.3,+0.1,-9.6,-1.9,-7.7,-2.5
1011,GSW,Bell,4%,4.6,9.4,-4.8,-0.8,-2.4,+1.5,-2.7
1011,GSW,Law,16%,11.9,13.7,-1.8,-6.3,-1.6,-4.8,-2.8
1011,GSW,Amundson,17%,12.1,16.5,-4.4,-5.8,-1.6,-4.3,-4.3
1011,GSW,Adrien,5%,12.1,21.3,-9.2,+0.7,-2.5,+3.2,-5.0
1011,GSW,Gadzuric,8%,10.6,20.2,-9.5,-7.3,-1.9,-5.3,-8.1
1011,GSW,Biedrins,35%,13.2,21.9,-8.7,-8.1,+0.8,-9.0,-8.8
1011,GSW,Carney,8%,11.2,19.6,-8.4,-11.3,-1.5,-9.9,-8.9
