Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1819,OKC,George,72%,28.9,15.0,+13.9,+8.5,-9.3,+17.9,+15.2
1819,OKC,Westbrook,66%,26.5,18.8,+7.7,+5.5,-0.5,+6.0,+7.2
1819,OKC,Adams,67%,22.4,19.4,+3.0,+7.2,-4.2,+11.4,+5.8
1819,OKC,Grant,66%,17.0,14.1,+2.8,+5.6,-0.8,+6.4,+4.0
1819,OKC,Davis,0%,-6.8,-74.3,+67.5,+0.0,+3.4,-3.4,+0.4
1819,OKC,Roberson,0%,0.0,0.0,+0.0,+0.0,+3.4,-3.4,+0.0
1819,OKC,Schroder,58%,15.7,17.0,-1.2,+3.6,+3.3,+0.3,-0.7
1819,OKC,Evans,0%,-99.0,-99.0,+0.0,+0.0,+3.4,-3.4,-1.1
1819,OKC,Felton,10%,13.7,15.0,-1.2,+1.9,+3.6,-1.7,-1.4
1819,OKC,Noel,26%,23.4,22.6,+0.8,-3.5,+5.9,-9.4,-2.6
1819,OKC,Abrines,15%,7.7,11.6,-4.0,+2.4,+3.6,-1.2,-3.0
1819,OKC,Burton,6%,8.7,17.2,-8.5,+5.6,+3.3,+2.3,-4.9
1819,OKC,Morris,10%,11.2,18.0,-6.8,+0.0,+3.8,-3.8,-5.8
1819,OKC,Ferguson,49%,7.8,20.0,-12.2,+3.6,+3.3,+0.2,-8.1
1819,OKC,Diallo,13%,12.3,21.0,-8.7,-7.1,+5.1,-12.2,-9.8
1819,OKC,Patterson,22%,10.1,19.5,-9.5,-6.2,+6.1,-12.3,-10.4
1819,OKC,Nader,17%,11.1,19.8,-8.8,-11.3,+6.5,-17.8,-11.8
1819,OKC,Luwawu-Cabarrot,3%,5.0,26.8,-21.8,-18.6,+4.1,-22.7,-22.1
1819,OKC,Grantham,0%,-47.4,74.8,-122.2,-49.7,+3.5,-53.1,-91.4
