Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,BOS,Tatum,65%,24.9,13.7,+11.2,+10.8,-1.8,+12.7,+11.7
1920,BOS,Kanter,28%,27.0,17.9,+9.1,+10.5,+4.8,+5.7,+7.9
1920,BOS,Hayward,50%,22.2,15.1,+7.2,+9.4,+3.4,+6.0,+6.8
1920,BOS,Walker,50%,24.2,16.1,+8.1,+6.9,+5.9,+1.0,+5.7
1920,BOS,R.WilliamsIII,11%,24.6,17.1,+7.5,+4.6,+6.6,-2.0,+4.3
1920,BOS,Brown,56%,20.8,16.8,+4.0,+5.8,+7.0,-1.2,+2.3
1920,BOS,Smart,55%,16.6,17.1,-0.5,+7.2,+5.3,+1.9,+0.3
1920,BOS,Fall,1%,37.9,10.7,+27.2,+10.7,+6.3,+4.3,+0.2
1920,BOS,Theis,45%,21.4,23.1,-1.7,+6.3,+6.4,-0.1,-1.2
1920,BOS,Langford,11%,6.3,12.8,-6.5,+8.9,+6.1,+2.9,-3.4
1920,BOS,Wanamaker,39%,15.6,19.4,-3.8,+4.7,+7.4,-2.7,-3.5
1920,BOS,Green,13%,16.1,18.0,-1.9,-3.5,+7.9,-11.4,-5.0
1920,BOS,G.Williams,30%,7.6,18.8,-11.2,+6.3,+6.4,-0.2,-7.5
1920,BOS,Ojeleye,29%,9.5,17.1,-7.6,-1.5,+9.6,-11.1,-8.7
1920,BOS,Poirier,4%,15.5,24.1,-8.6,-7.6,+6.9,-14.5,-10.6
1920,BOS,Edwards,10%,8.7,18.8,-10.1,-6.6,+7.8,-14.4,-11.6
1920,BOS,Waters,3%,5.5,23.5,-18.0,+7.4,+6.3,+1.1,-11.6
