Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1617,IND,George,68%,23.3,15.4,+7.9,+3.0,-6.9,+9.9,+8.6
1617,IND,Stephenson,3%,12.1,11.9,+0.2,+11.7,-0.6,+12.3,+4.2
1617,IND,Teague,67%,22.0,17.8,+4.3,+0.9,-2.5,+3.5,+4.0
1617,IND,Turner,64%,21.1,20.2,+0.9,+2.7,-5.3,+8.0,+3.2
1617,IND,Miles,45%,15.7,15.6,+0.2,+2.1,-2.0,+4.1,+1.5
1617,IND,T.Young,56%,17.1,18.0,-0.9,+1.4,-2.2,+3.6,+0.6
1617,IND,RobinsonIII,36%,13.3,14.8,-1.5,-2.5,+1.1,-3.5,-2.2
1617,IND,Ellis,50%,11.4,13.2,-1.8,-1.7,+1.3,-3.0,-2.2
1617,IND,Jefferson,23%,21.7,22.5,-0.8,-5.1,+1.3,-6.4,-2.6
1617,IND,Stuckey,18%,10.9,15.2,-4.3,-2.3,+0.2,-2.5,-3.7
1617,IND,Christmas,6%,11.9,15.4,-3.5,-7.7,+0.2,-7.9,-5.0
1617,IND,Brooks,23%,10.8,18.7,-7.9,-1.8,+0.3,-2.1,-6.0
1617,IND,Allen,22%,13.4,20.0,-6.6,-6.7,+1.6,-8.3,-7.2
1617,IND,Seraphin,14%,16.5,22.6,-6.1,-8.6,+1.2,-9.7,-7.3
1617,IND,J.Young,3%,13.1,19.0,-5.9,-20.2,+0.5,-20.7,-10.8
1617,IND,Niang,2%,0.3,22.5,-22.2,+2.1,-0.3,+2.3,-14.0
