Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2021,CLE,Hartenstein,8%,25.7,18.6,+7.1,-6.0,-8.8,+2.8,+5.6
2021,CLE,Drummond,21%,26.4,20.1,+6.3,-7.4,-8.8,+1.5,+4.7
2021,CLE,Allen,44%,24.9,22.0,+2.9,-8.8,-8.3,-0.6,+1.8
2021,CLE,Sexton,61%,22.9,20.0,+2.9,-8.8,-8.2,-0.6,+1.7
2021,CLE,Maker,2%,23.0,14.3,+8.7,-11.6,-8.5,-3.2,+0.5
2021,CLE,Garland,51%,18.2,19.9,-1.8,-6.3,-10.9,+4.5,+0.3
2021,CLE,Exum,3%,7.8,8.8,-1.0,+2.5,-8.9,+11.4,+0.3
2021,CLE,Bolden,1%,16.9,2.8,+14.1,+8.8,-8.7,+17.5,+0.2
2021,CLE,Ferrell,1%,15.6,11.9,+3.7,-13.4,-8.5,-4.9,+0.0
2021,CLE,Love,18%,20.0,23.2,-3.2,-5.5,-9.2,+3.7,-0.9
2021,CLE,McGee,14%,23.0,23.4,-0.3,-10.5,-8.2,-2.3,-1.0
2021,CLE,Prince,20%,15.8,17.8,-2.1,-7.8,-8.7,+0.9,-1.1
2021,CLE,NanceJr.,31%,16.9,21.7,-4.8,-6.2,-9.6,+3.4,-2.1
2021,CLE,Thomas,11%,10.4,15.0,-4.7,-7.6,-8.7,+1.1,-2.7
2021,CLE,Stevens,14%,13.6,16.3,-2.7,-11.4,-8.1,-3.3,-2.9
2021,CLE,Windler,15%,13.9,20.3,-6.4,-5.9,-9.0,+3.1,-3.3
2021,CLE,Wade,35%,14.6,21.5,-6.9,-9.0,-8.3,-0.7,-4.8
2021,CLE,Kabengele,5%,17.3,19.7,-2.4,-19.5,-7.9,-11.5,-5.5
2021,CLE,Osman,43%,13.4,20.2,-6.8,-10.5,-7.1,-3.4,-5.7
2021,CLE,Dellavedova,6%,9.4,20.7,-11.3,-4.0,-8.9,+4.9,-5.9
2021,CLE,Cook,3%,15.4,27.7,-12.3,-2.6,-8.7,+6.1,-6.1
2021,CLE,Dotson,26%,10.7,17.8,-7.1,-11.7,-7.4,-4.2,-6.1
2021,CLE,Okoro,62%,10.0,20.2,-10.2,-9.2,-7.4,-1.9,-7.4
2021,CLE,Martin,2%,2.2,20.7,-18.5,-17.0,-8.4,-8.7,-15.2
2021,CLE,Varejao,1%,17.0,38.0,-21.1,-45.6,-8.2,-37.5,-24.1
