Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,SAS,Aldridge,64%,29.2,16.7,+12.5,+5.4,-1.4,+6.9,+10.6
1718,SAS,Anderson,50%,18.9,12.2,+6.6,+3.4,+2.5,+0.9,+4.7
1718,SAS,Gay,31%,21.2,16.8,+4.4,+3.1,+2.9,+0.2,+3.0
1718,SAS,Bertans,27%,16.9,13.2,+3.7,+4.1,+2.5,+1.6,+3.0
1718,SAS,Leonard,5%,30.6,10.5,+20.0,+3.9,+2.9,+1.1,+1.4
1718,SAS,White,3%,19.1,8.4,+10.7,+11.0,+2.7,+8.4,+1.0
1718,SAS,Murray,44%,18.1,19.2,-1.0,+4.3,+1.9,+2.4,+0.1
1718,SAS,Ginobili,33%,15.2,15.1,+0.0,+2.8,+3.0,-0.2,-0.1
1718,SAS,Gasol,46%,22.8,22.0,+0.8,+1.7,+4.0,-2.3,-0.3
1718,SAS,Green,45%,13.4,14.4,-1.0,+2.3,+3.5,-1.2,-1.1
1718,SAS,Forbes,38%,10.8,13.8,-3.0,+4.0,+2.3,+1.8,-1.4
1718,SAS,Mills,53%,13.9,17.7,-3.8,+2.6,+3.4,-0.8,-2.8
1718,SAS,Paul,14%,8.9,12.6,-3.7,-0.8,+3.6,-4.3,-3.9
1718,SAS,Parker,27%,15.1,19.0,-3.9,-0.4,+4.2,-4.6,-4.1
1718,SAS,Costello,1%,11.9,30.5,-18.6,+23.2,+2.8,+20.4,-5.6
1718,SAS,Hilliard,2%,4.2,17.3,-13.2,+5.2,+2.9,+2.4,-8.0
1718,SAS,Lauvergne,13%,19.6,27.7,-8.1,-5.9,+4.3,-10.2,-8.8
