Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1112,MIL,Dunleavy,46%,17.0,11.7,+5.2,+5.7,-4.2,+9.9,+6.8
1112,MIL,Udrih,34%,13.2,11.4,+1.8,+9.6,-4.5,+14.1,+5.9
1112,MIL,Sanders,20%,13.8,12.4,+1.4,+7.6,-1.6,+9.2,+4.0
1112,MIL,Udoh,15%,14.9,14.8,+0.1,+6.1,-0.7,+6.8,+2.4
1112,MIL,Ilyasova,52%,21.4,18.5,+2.9,+0.6,-0.0,+0.6,+2.1
1112,MIL,Bogut,11%,15.3,14.0,+1.2,+2.4,+0.0,+2.4,+1.6
1112,MIL,Leuer,18%,15.8,14.4,+1.4,+1.5,+0.0,+1.5,+1.4
1112,MIL,Ellis,24%,15.2,15.5,-0.2,+1.7,-0.2,+1.8,+0.5
1112,MIL,MbahaMoute,32%,14.5,15.8,-1.3,+2.2,-0.6,+2.9,+0.1
1112,MIL,Jennings,73%,18.4,15.7,+2.7,-2.2,+7.0,-9.2,-1.2
1112,MIL,Harris,15%,14.4,18.2,-3.8,+0.6,+0.2,+0.4,-2.4
1112,MIL,Gooden,46%,19.1,18.5,+0.5,-5.2,+5.0,-10.2,-3.0
1112,MIL,Hobson,1%,-4.9,2.7,-7.6,+6.2,+0.2,+6.0,-3.1
1112,MIL,Livingston,34%,11.2,15.4,-4.3,-4.2,+2.6,-6.8,-5.1
1112,MIL,Jackson,22%,8.3,13.7,-5.3,-3.7,+1.4,-5.1,-5.3
1112,MIL,Brockman,8%,6.8,15.7,-8.8,+0.6,+0.2,+0.4,-5.8
1112,MIL,Delfino,48%,11.8,17.0,-5.2,-5.7,+5.9,-11.6,-7.4
