Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,GSW,Curry,41%,33.6,20.0,+13.6,+14.6,+0.1,+14.5,+13.9
1718,GSW,Durant,59%,31.0,16.1,+14.9,+7.3,+4.3,+3.1,+10.9
1718,GSW,Thompson,64%,19.1,13.9,+5.2,+7.7,+3.2,+4.5,+5.0
1718,GSW,Bell,20%,21.4,16.5,+4.9,+9.7,+5.2,+4.5,+4.8
1718,GSW,Iguodala,41%,13.4,12.3,+1.1,+8.4,+4.4,+4.0,+2.1
1718,GSW,McGee,16%,26.2,21.3,+4.9,+2.9,+6.7,-3.7,+2.0
1718,GSW,West,25%,24.7,19.6,+5.1,+1.7,+7.6,-5.9,+1.4
1718,GSW,Green,58%,19.4,18.1,+1.3,+6.6,+5.4,+1.2,+1.2
1718,GSW,Pachulia,25%,20.4,21.7,-1.3,+10.0,+4.8,+5.1,+0.9
1718,GSW,Looney,23%,17.5,16.5,+1.0,+6.5,+5.9,+0.6,+0.9
1718,GSW,Casspi,19%,18.9,16.3,+2.6,+3.5,+6.7,-3.2,+0.7
1718,GSW,Boucher,0%,-30.9,-49.3,+18.4,-101.1,+6.1,-107.2,+0.0
1718,GSW,Livingston,29%,13.6,16.5,-2.9,+4.8,+6.6,-1.7,-2.5
1718,GSW,Cook,19%,15.3,20.0,-4.7,-2.6,+8.1,-10.7,-6.7
1718,GSW,Jones,2%,8.1,15.4,-7.3,+0.0,+6.2,-6.2,-6.9
1718,GSW,Young,35%,12.0,19.0,-7.0,+1.5,+8.6,-7.1,-7.0
1718,GSW,McCaw,24%,8.9,19.2,-10.4,-4.4,+9.4,-13.8,-11.5
