Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0809,PHI,Iguodala,83%,20.7,13.0,+7.7,+1.8,-8.2,+10.0,+8.6
0809,PHI,Young,65%,17.2,14.9,+2.4,+2.7,-4.9,+7.6,+4.4
0809,PHI,Miller,75%,20.9,18.4,+2.5,+1.8,-5.3,+7.1,+4.3
0809,PHI,Marshall,5%,21.4,22.2,-0.8,+10.4,-0.4,+10.9,+3.9
0809,PHI,Brand,23%,16.6,15.0,+1.6,+0.1,+0.1,+0.0,+1.0
0809,PHI,Dalembert,52%,14.9,15.7,-0.7,+1.1,-1.1,+2.2,+0.4
0809,PHI,Williams,49%,18.4,16.2,+2.1,-1.8,+1.8,-3.6,-0.2
0809,PHI,Speights,32%,20.2,21.0,-0.8,-3.2,+1.6,-4.8,-2.4
0809,PHI,Green,46%,12.5,16.8,-4.3,+0.2,-0.0,+0.2,-2.5
0809,PHI,Ratliff,15%,12.5,21.7,-9.1,-2.6,+0.5,-3.1,-6.7
0809,PHI,Evans,29%,11.9,22.3,-10.4,-2.7,+1.2,-3.9,-7.8
0809,PHI,Ivey,22%,8.7,15.1,-6.3,-10.2,+2.9,-13.1,-9.0
0809,PHI,Rush,5%,7.2,20.4,-13.2,-3.9,+0.3,-4.1,-9.6
