Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,CLE,James,68%,30.3,10.7,+19.6,+10.9,-4.8,+15.7,+18.3
1516,CLE,Love,61%,21.2,15.3,+5.9,+8.4,+2.2,+6.2,+6.0
1516,CLE,Irving,42%,21.4,18.5,+2.9,+5.9,+6.0,-0.1,+1.9
1516,CLE,Thompson,57%,17.9,17.3,+0.5,+7.6,+3.7,+3.9,+1.6
1516,CLE,McRae,3%,15.2,16.8,-1.6,+13.1,+5.7,+7.4,+1.4
1516,CLE,Varejao,8%,12.7,12.7,-0.0,+8.1,+5.8,+2.3,+0.8
1516,CLE,Dellavedova,47%,12.2,15.4,-3.2,+9.8,+2.6,+7.2,+0.2
1516,CLE,Frye,11%,16.3,16.7,-0.3,+5.5,+6.0,-0.5,-0.4
1516,CLE,JR.Smith,59%,13.4,14.4,-1.0,+6.3,+5.5,+0.8,-0.4
1516,CLE,Shumpert,33%,9.4,14.9,-5.5,+6.8,+5.5,+1.3,-3.2
1516,CLE,Jones,12%,12.7,13.8,-1.1,-2.2,+7.0,-9.2,-3.8
1516,CLE,Mozgov,33%,16.2,19.8,-3.6,+0.1,+8.9,-8.8,-5.3
1516,CLE,Kaun,2%,13.4,18.5,-5.1,-2.0,+6.1,-8.1,-6.1
1516,CLE,Jefferson,33%,10.6,15.6,-5.0,-1.6,+9.7,-11.4,-7.1
1516,CLE,Mo.Williams,19%,13.4,18.5,-5.2,-3.2,+8.1,-11.3,-7.2
1516,CLE,D.Jones,1%,11.1,21.6,-10.6,-1.1,+6.0,-7.2,-9.4
1516,CLE,Cunningham,9%,6.4,18.3,-11.9,-1.9,+6.7,-8.6,-10.8
1516,CLE,Harris,0%,3.8,34.1,-30.3,-66.0,+6.2,-72.3,-30.2
