Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,POR,Aldridge,70%,21.2,16.7,+4.5,-0.4,-9.5,+9.1,+6.0
1213,POR,Batum,71%,16.4,12.6,+3.8,-1.9,-6.2,+4.4,+4.0
1213,POR,Lillard,80%,16.8,16.8,-0.0,-0.9,-11.8,+10.9,+3.6
1213,POR,Matthews,61%,14.4,14.8,-0.3,-1.7,-5.3,+3.6,+1.0
1213,POR,Hickson,58%,21.0,20.3,+0.7,-5.5,+0.2,-5.7,-1.4
1213,POR,Maynor,14%,10.7,13.7,-3.0,-7.4,-2.4,-5.0,-3.7
1213,POR,Smith,7%,6.5,12.9,-6.4,-1.8,-3.2,+1.4,-3.8
1213,POR,Pavlovic,13%,6.2,14.7,-8.5,-2.9,-3.2,+0.3,-5.6
1213,POR,Leonard,30%,12.8,20.0,-7.2,-6.0,-1.9,-4.2,-6.2
1213,POR,Claver,20%,7.1,15.3,-8.2,-6.3,-2.3,-4.0,-6.8
1213,POR,Babbitt,18%,9.6,22.3,-12.7,-0.3,-3.8,+3.5,-7.3
1213,POR,Freeland,12%,9.6,17.9,-8.3,-9.4,-2.3,-7.1,-7.9
1213,POR,Barton,22%,9.1,16.6,-7.5,-11.1,-0.8,-10.3,-8.4
1213,POR,Jeffries,9%,2.2,19.8,-17.6,+2.2,-3.7,+5.9,-9.8
1213,POR,Price,13%,6.7,19.3,-12.7,-6.8,-2.6,-4.2,-9.8
