Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1718,LAC,L.Williams,66%,21.7,16.5,+5.2,+2.3,-4.4,+6.7,+5.7
1718,LAC,Harrell,33%,29.1,22.7,+6.3,+2.0,-0.9,+2.9,+5.2
1718,LAC,Griffin,29%,24.4,17.8,+6.6,+1.0,-0.4,+1.4,+4.9
1718,LAC,Gallinari,17%,16.7,11.9,+4.8,+0.8,-0.1,+0.9,+3.5
1718,LAC,Marjanovic,4%,36.3,15.3,+20.9,+16.2,-0.7,+16.9,+2.0
1718,LAC,Harris,28%,21.2,17.4,+3.8,-3.0,+1.2,-4.2,+1.1
1718,LAC,B.Johnson,1%,16.3,24.2,-7.9,+43.4,-0.4,+43.8,+0.0
1718,LAC,Dekker,22%,13.8,16.0,-2.2,+3.4,-0.9,+4.3,-0.0
1718,LAC,Jordan,61%,24.5,21.1,+3.3,-2.6,+4.3,-6.9,-0.1
1718,LAC,Reed,11%,23.0,24.8,-1.8,+1.9,-0.2,+2.1,-0.5
1718,LAC,Teodosic,29%,13.8,17.3,-3.5,+3.8,-1.5,+5.2,-0.6
1718,LAC,Beverley,8%,14.5,17.9,-3.4,+3.7,-0.3,+4.0,-0.9
1718,LAC,Wilson,7%,13.5,17.1,-3.6,-0.2,+0.1,-0.2,-2.5
1718,LAC,Bradley,4%,10.9,17.3,-6.4,+0.9,+0.0,+0.9,-4.0
1718,LAC,Rivers,52%,14.8,19.2,-4.4,-1.5,+1.7,-3.2,-4.0
1718,LAC,Wallace,22%,12.0,18.4,-6.4,-1.4,+0.4,-1.8,-4.9
1718,LAC,W.Johnson,38%,8.5,15.6,-7.2,-2.0,+1.3,-3.3,-5.9
1718,LAC,Evans,20%,8.7,18.1,-9.4,+0.6,-0.1,+0.7,-6.1
1718,LAC,C.Williams,18%,8.5,17.2,-8.7,-2.3,+0.5,-2.8,-6.7
1718,LAC,Thornwell,29%,9.6,17.4,-7.8,-4.5,+1.9,-6.4,-7.3
1718,LAC,Kilpatrick,1%,12.1,33.9,-21.9,+1.3,+0.0,+1.2,-14.2
