Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1819,CHA,Walker,72%,26.7,19.4,+7.2,+0.6,-5.6,+6.2,+6.9
1819,CHA,Lamb,57%,21.5,17.5,+4.1,+1.1,-4.0,+5.0,+4.4
1819,CHA,Parker,25%,18.9,16.4,+2.5,+0.9,-1.8,+2.7,+2.6
1819,CHA,Kaminsky,19%,20.9,20.4,+0.5,+2.7,-2.0,+4.7,+1.9
1819,CHA,Batum,59%,14.7,13.7,+1.0,-0.5,-2.1,+1.6,+1.2
1819,CHA,Macura,0%,7.7,6.5,+1.2,+2.9,-1.1,+4.0,+0.0
1819,CHA,Smith,0%,0.0,0.0,+0.0,+0.0,-1.1,+1.1,+0.0
1819,CHA,Bridges,43%,16.2,16.8,-0.6,-3.7,+0.8,-4.5,-1.9
1819,CHA,Zeller,31%,21.1,26.5,-5.3,+1.7,-2.4,+4.1,-2.2
1819,CHA,Kidd-Gilchrist,30%,16.2,19.3,-3.1,-2.1,-0.7,-1.4,-2.5
1819,CHA,Williams,54%,15.5,20.8,-5.3,-0.2,-2.2,+2.1,-2.8
1819,CHA,Hernangomez,20%,25.0,26.8,-1.8,-5.7,+0.1,-5.7,-3.1
1819,CHA,Monk,32%,14.6,20.2,-5.6,-1.7,-0.8,-0.8,-4.0
1819,CHA,Bacon,19%,14.6,20.9,-6.3,-1.4,-1.0,-0.4,-4.4
1819,CHA,Graham,17%,12.8,19.0,-6.2,-7.3,+0.1,-7.4,-6.6
1819,CHA,Biyombo,20%,17.6,28.2,-10.5,-8.3,+0.7,-9.0,-10.0
1819,CHA,Mack,1%,-7.9,22.3,-30.2,-46.7,-0.6,-46.1,-30.1
1819,CHA,Chealey,0%,2.5,50.4,-48.0,-20.2,-1.1,-19.1,-38.3
