Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1314,CHA,Jefferson,64%,24.5,17.4,+7.1,+0.5,-1.6,+2.1,+5.4
1314,CHA,Walker,66%,17.7,17.5,+0.2,+2.4,-5.3,+7.7,+2.7
1314,CHA,Douglas-Roberts,25%,13.1,10.0,+3.1,-0.5,-0.1,-0.3,+1.9
1314,CHA,Kidd-Gilchrist,38%,13.0,11.4,+1.6,+0.3,-0.5,+0.9,+1.4
1314,CHA,Sessions,33%,15.4,14.0,+1.5,-1.4,+0.4,-1.8,+0.4
1314,CHA,Henderson,62%,13.8,11.9,+1.9,-1.4,+1.6,-3.0,+0.3
1314,CHA,Adrien,6%,16.4,15.2,+1.2,-1.7,-0.1,-1.6,+0.3
1314,CHA,Tolliver,33%,11.8,14.0,-2.2,+2.9,-1.7,+4.7,+0.1
1314,CHA,McRoberts,59%,14.9,16.9,-1.9,+0.8,-1.7,+2.5,-0.5
1314,CHA,Biyombo,27%,14.8,15.3,-0.5,-1.7,+0.3,-2.1,-1.0
1314,CHA,Neal,13%,14.7,16.9,-2.2,-0.5,-0.2,-0.3,-1.5
1314,CHA,Zeller,36%,14.1,14.8,-0.7,-2.9,+1.3,-4.1,-1.9
1314,CHA,Gordon,7%,6.3,14.4,-8.1,+3.3,-0.5,+3.8,-4.1
1314,CHA,Pargo,6%,20.0,22.6,-2.6,-10.1,+0.4,-10.6,-5.2
1314,CHA,White,0%,2.9,8.4,-5.5,-9.4,-0.2,-9.2,-6.7
1314,CHA,Taylor,16%,5.9,15.1,-9.2,-5.7,+0.8,-6.5,-8.3
1314,CHA,Ridnour,9%,9.0,22.7,-13.7,-1.3,-0.1,-1.2,-9.5
