Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,NOP,Davis,62%,33.3,14.2,+19.0,+5.2,-6.4,+11.6,+16.6
1415,NOP,Douglas,4%,11.9,6.2,+5.7,+1.9,+0.7,+1.2,+4.2
1415,NOP,Evans,68%,18.7,15.9,+2.8,+3.0,-3.8,+6.8,+4.1
1415,NOP,Holiday,33%,19.7,19.8,-0.1,+3.6,-0.6,+4.3,+1.3
1415,NOP,Ajinca,24%,21.6,19.3,+2.3,-0.6,+1.2,-1.8,+0.9
1415,NOP,Anderson,42%,16.4,16.0,+0.4,-0.7,+1.9,-2.7,-0.6
1415,NOP,Gordon,51%,13.2,16.4,-3.1,+1.6,-0.0,+1.6,-1.6
1415,NOP,Asik,50%,17.1,19.5,-2.4,+0.6,+1.0,-0.4,-1.7
1415,NOP,Pondexter,32%,11.7,14.2,-2.4,+0.5,+0.9,-0.4,-1.8
1415,NOP,Cole,17%,13.1,17.0,-3.9,-2.7,+1.5,-4.3,-4.0
1415,NOP,Fredette,13%,10.0,18.3,-8.2,+3.8,+0.3,+3.4,-4.3
1415,NOP,Cunningham,42%,9.6,15.6,-5.9,-0.6,+1.8,-2.4,-4.7
1415,NOP,Williams,2%,5.6,13.3,-7.7,+0.0,+0.8,-0.8,-5.4
1415,NOP,Rivers,20%,10.4,16.9,-6.5,-2.9,+1.7,-4.5,-5.8
1415,NOP,Withey,7%,19.0,24.0,-5.0,-7.8,+1.4,-9.2,-6.4
1415,NOP,Mekel,1%,-0.8,10.7,-11.5,+2.2,+0.8,+1.4,-7.2
1415,NOP,Babbitt,21%,12.0,19.2,-7.2,-5.9,+2.6,-8.5,-7.6
1415,NOP,Wolters,3%,3.3,18.6,-15.3,+4.6,+0.7,+3.9,-8.9
1415,NOP,Salmons,7%,5.3,18.6,-13.3,-11.2,+1.7,-12.8,-13.2
1415,NOP,Miller,1%,-6.1,21.6,-27.7,-13.3,+0.9,-14.2,-23.2
1415,NOP,Smith,1%,-19.5,26.8,-46.2,-9.9,+0.9,-10.8,-34.4
