Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,LAL,Young,25%,14.4,12.7,+1.7,-3.2,-7.9,+4.7,+2.7
1415,LAL,Davis,46%,21.6,19.0,+2.6,-6.9,-6.6,-0.3,+1.7
1415,LAL,Ellington,42%,12.1,13.2,-1.1,-3.5,-9.1,+5.7,+1.1
1415,LAL,Henry,2%,4.9,11.0,-6.1,+7.8,-7.1,+14.9,+0.9
1415,LAL,Boozer,42%,17.5,16.5,+1.0,-9.1,-5.1,-4.0,-0.7
1415,LAL,Bryant,30%,18.0,16.0,+2.0,-11.7,-4.6,-7.1,-1.0
1415,LAL,Black,20%,17.6,21.7,-4.1,-3.2,-7.6,+4.4,-1.2
1415,LAL,Clarkson,37%,17.7,19.5,-1.8,-7.8,-6.1,-1.7,-1.8
1415,LAL,Lin,48%,16.2,19.6,-3.4,-6.4,-7.1,+0.7,-2.0
1415,LAL,Johnson,56%,11.6,14.7,-3.1,-6.7,-6.8,+0.1,-2.1
1415,LAL,Hill,47%,17.1,17.8,-0.7,-10.2,-3.7,-6.4,-2.6
1415,LAL,Buycks,3%,13.6,16.7,-3.0,-9.4,-6.7,-2.7,-2.9
1415,LAL,Sacre,28%,11.4,20.8,-9.4,-2.7,-8.4,+5.7,-4.4
1415,LAL,Kelly,31%,8.9,16.8,-7.9,-5.8,-7.2,+1.4,-4.8
1415,LAL,Brown,14%,11.4,17.0,-5.6,-10.8,-6.1,-4.7,-5.3
1415,LAL,Price,25%,10.6,21.4,-10.8,-3.6,-7.8,+4.2,-5.8
1415,LAL,Blue,2%,3.5,18.2,-14.8,-24.8,-6.4,-18.3,-16.0
1415,LAL,Randle,0%,-9.2,13.0,-22.2,-63.9,-6.6,-57.4,-24.8
