Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1314,GSW,Brooks,0%,24.7,-8.3,+33.0,+6.2,+4.8,+1.4,+22.5
1314,GSW,Curry,72%,25.8,14.1,+11.7,+9.7,-7.7,+17.4,+13.6
1314,GSW,Iguodala,51%,14.9,11.1,+3.8,+13.4,-4.3,+17.7,+8.4
1314,GSW,Lee,58%,20.7,15.6,+5.1,+9.8,-2.0,+11.8,+7.3
1314,GSW,Thompson,72%,15.0,12.8,+2.2,+8.9,-6.0,+14.9,+6.4
1314,GSW,Bogut,45%,18.9,15.9,+3.0,+8.3,+1.9,+6.3,+4.1
1314,GSW,Armstrong,2%,18.7,23.4,-4.6,+7.9,+4.7,+3.2,-2.0
1314,GSW,Green,45%,13.7,16.7,-3.1,+4.0,+5.4,-1.4,-2.5
1314,GSW,O'Neal,22%,16.7,18.7,-2.1,+1.3,+5.8,-4.5,-2.9
1314,GSW,Speights,25%,16.0,15.7,+0.3,-5.9,+8.3,-14.2,-4.5
1314,GSW,Crawford,17%,12.2,15.3,-3.1,-6.8,+7.1,-13.8,-6.7
1314,GSW,Barnes,56%,10.4,13.9,-3.5,-1.0,+12.1,-13.1,-6.7
1314,GSW,Blake,15%,10.0,17.9,-7.8,-4.4,+6.4,-10.9,-8.9
1314,GSW,Douglas,7%,6.5,18.8,-12.3,-14.5,+6.1,-20.6,-15.1
1314,GSW,Bazemore,7%,6.1,22.2,-16.1,-23.3,+6.8,-30.1,-20.7
1314,GSW,Nedovic,4%,-2.6,17.9,-20.6,-23.3,+5.8,-29.1,-23.4
1314,GSW,Kuzmic,2%,3.4,23.7,-20.3,-31.1,+5.6,-36.7,-23.6
