Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0809,MEM,Haddadi,3%,22.2,13.4,+8.8,+20.0,-6.2,+26.2,+15.8
0809,MEM,Warrick,51%,18.9,17.0,+1.9,-4.0,-6.9,+2.9,+2.3
0809,MEM,Jaric,15%,8.3,15.5,-7.2,+5.1,-7.3,+12.4,+0.7
0809,MEM,Gasol,64%,18.8,17.2,+1.6,-6.5,-3.6,-2.9,-0.2
0809,MEM,Conley,63%,16.1,17.3,-1.2,-5.6,-5.2,-0.3,-0.8
0809,MEM,Gay,74%,17.2,15.4,+1.8,-7.1,-0.6,-6.5,-1.5
0809,MEM,Ross,29%,7.9,14.3,-6.4,-2.7,-6.6,+3.9,-2.3
0809,MEM,Mayo,79%,16.0,16.8,-0.8,-6.4,-1.7,-4.7,-2.4
0809,MEM,Miles,8%,18.1,17.7,+0.4,-11.6,-4.9,-6.7,-2.4
0809,MEM,Lowry,27%,15.9,18.4,-2.5,-9.1,-4.1,-5.0,-3.5
0809,MEM,Milicic,26%,15.6,23.4,-7.8,-3.6,-6.1,+2.4,-3.7
0809,MEM,Buckner,22%,7.3,17.6,-10.3,-2.6,-6.2,+3.7,-4.7
0809,MEM,Arthur,37%,12.9,22.4,-9.5,-7.4,-4.3,-3.1,-6.9
0809,MEM,Crittenton,1%,14.8,30.1,-15.3,-9.8,-5.4,-4.4,-11.0
0809,MEM,Foyle,0%,-21.6,16.0,-37.6,-16.1,-5.4,-10.7,-26.8
