Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,OKC,Paul,63%,25.8,19.6,+6.2,+7.3,-7.2,+14.5,+8.9
1920,OKC,Gallinari,53%,23.2,15.2,+8.1,+6.1,-2.6,+8.7,+8.3
1920,OKC,Schroder,57%,19.9,14.1,+5.8,+5.6,-2.8,+8.4,+6.6
1920,OKC,Gilgeous-Alexander,70%,21.1,13.3,+7.8,+3.0,-0.4,+3.4,+6.3
1920,OKC,Adams,48%,24.0,20.8,+3.2,+4.3,-0.2,+4.5,+3.6
1920,OKC,Noel,32%,23.8,22.7,+1.1,+1.2,+2.4,-1.2,+0.3
1920,OKC,Bazley,32%,11.8,12.3,-0.5,-3.4,+4.6,-8.0,-3.0
1920,OKC,Diallo,26%,11.1,16.9,-5.8,+0.8,+2.4,-1.6,-4.4
1920,OKC,Dort,24%,9.0,17.9,-8.9,+3.3,+1.6,+1.7,-5.4
1920,OKC,Hall,2%,3.8,14.3,-10.5,+5.5,+1.9,+3.6,-5.8
1920,OKC,Nader,25%,13.5,17.7,-4.2,-4.9,+4.3,-9.1,-5.8
1920,OKC,Muscala,16%,14.9,22.7,-7.8,-1.5,+2.7,-4.1,-6.6
1920,OKC,Roberson,2%,6.7,20.1,-13.5,-1.7,+2.1,-3.8,-10.2
1920,OKC,Ferguson,36%,4.2,17.7,-13.5,-5.6,+6.3,-11.8,-13.0
1920,OKC,Burton,10%,5.3,18.1,-12.8,-13.7,+3.8,-17.5,-14.4
1920,OKC,Hervey,1%,6.5,17.5,-11.0,-31.8,+2.5,-34.4,-17.3
1920,OKC,Patton,1%,6.1,31.6,-25.5,-33.7,+2.2,-36.0,-27.0
1920,OKC,Roby,0%,-8.3,23.1,-31.3,-17.6,+2.1,-19.7,-27.5
