Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,MIL,Ayon,4%,18.0,16.1,+1.9,+17.3,-2.3,+19.6,+7.8
1213,MIL,Dunleavy,49%,14.2,11.7,+2.5,+2.3,-5.2,+7.5,+4.1
1213,MIL,Ellis,78%,16.6,12.9,+3.7,-0.7,-4.2,+3.5,+3.6
1213,MIL,Sanders,49%,20.1,18.4,+1.7,+0.9,-3.8,+4.7,+2.7
1213,MIL,Udrih,18%,14.1,12.0,+2.2,-0.9,-1.6,+0.8,+1.7
1213,MIL,Redick,20%,12.1,11.1,+1.0,+0.2,-1.9,+2.2,+1.4
1213,MIL,Ilyasova,51%,19.4,20.9,-1.6,+0.1,-3.2,+3.3,+0.1
1213,MIL,Henson,21%,19.3,18.9,+0.4,-2.0,-1.4,-0.6,+0.0
1213,MIL,Harris,8%,13.5,13.2,+0.3,-5.5,-1.1,-4.3,-1.2
1213,MIL,Dalembert,19%,19.8,20.5,-0.7,-7.0,-0.2,-6.8,-2.7
1213,MIL,Smith,3%,12.5,18.4,-5.9,+1.7,-1.6,+3.3,-2.8
1213,MIL,Daniels,27%,9.3,11.5,-2.2,-4.6,-0.3,-4.2,-2.9
1213,MIL,MbahaMoute,33%,9.3,13.0,-3.7,-3.0,-0.7,-2.2,-3.2
1213,MIL,Udoh,33%,12.7,17.9,-5.2,-1.9,-1.3,-0.6,-3.7
1213,MIL,Jennings,73%,16.6,16.7,-0.1,-4.7,+7.3,-12.1,-4.1
1213,MIL,Lamb,7%,2.3,15.0,-12.6,+0.5,-1.6,+2.2,-7.7
1213,MIL,Gooden,4%,7.2,26.1,-18.9,-5.1,-1.3,-3.7,-13.8
1213,MIL,Przybilla,2%,3.7,27.8,-24.1,-30.9,-1.0,-29.9,-26.0
