Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0910,ORL,Howard,72%,27.2,12.4,+14.8,+10.5,-0.3,+10.8,+13.2
0910,ORL,Carter,59%,19.4,14.7,+4.7,+10.3,+3.4,+6.9,+5.6
0910,ORL,Barnes,53%,15.6,14.7,+0.9,+10.4,+4.2,+6.2,+3.0
0910,ORL,Anderson,23%,20.6,16.8,+3.8,+8.6,+7.1,+1.5,+2.9
0910,ORL,Bass,16%,18.7,14.2,+4.5,+2.9,+8.4,-5.5,+0.5
0910,ORL,Nelson,47%,17.6,18.6,-1.0,+8.3,+6.7,+1.5,+0.0
0910,ORL,Redick,46%,17.0,14.7,+2.3,+4.7,+9.8,-5.1,-0.7
0910,ORL,Lewis,60%,15.9,16.6,-0.7,+7.1,+8.0,-0.9,-0.8
0910,ORL,Williams,43%,14.6,15.9,-1.2,+7.2,+7.7,-0.4,-0.9
0910,ORL,Pietrus,43%,13.6,14.2,-0.6,+3.5,+10.4,-6.9,-3.1
0910,ORL,A.Johnson,10%,14.1,18.1,-4.0,+3.7,+7.9,-4.2,-4.1
0910,ORL,Gortat,28%,15.8,17.8,-2.0,+1.6,+9.7,-8.1,-4.4
