Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2021,BKN,Durant,33%,33.7,18.0,+15.7,+11.7,+0.9,+10.8,+14.0
2021,BKN,Harden,38%,32.1,16.2,+15.9,+5.2,+4.1,+1.1,+11.0
2021,BKN,LeVert,10%,24.5,13.4,+11.1,+6.6,+4.3,+2.2,+8.1
2021,BKN,Irving,54%,30.9,21.2,+9.7,+5.9,+2.9,+3.0,+7.5
2021,BKN,Allen,9%,27.0,21.2,+5.9,+11.8,+3.8,+8.0,+6.6
2021,BKN,Claxton,17%,21.1,18.7,+2.4,+12.9,+2.8,+10.0,+5.0
2021,BKN,Harris,62%,17.9,16.6,+1.3,+8.0,-1.1,+9.1,+3.9
2021,BKN,Griffin,16%,20.6,19.9,+0.8,+11.3,+3.2,+8.0,+3.2
2021,BKN,Dinwiddie,2%,13.5,13.6,-0.1,+31.9,+4.0,+27.9,+0.9
2021,BKN,Brown,42%,20.4,17.7,+2.7,+2.5,+6.0,-3.5,+0.7
2021,BKN,Aldridge,4%,22.7,23.3,-0.6,+8.9,+4.4,+4.5,+0.1
2021,BKN,Cook,0%,2.2,11.9,-9.7,+27.6,+4.4,+23.1,+0.0
2021,BKN,A.Johnson,5%,28.4,24.9,+3.5,-4.7,+5.1,-9.7,-0.9
2021,BKN,James,7%,15.5,17.0,-1.5,+4.1,+4.6,-0.5,-1.1
2021,BKN,Chiozza,7%,16.7,20.9,-4.2,+4.0,+4.6,-0.5,-3.0
2021,BKN,Shamet,40%,13.3,15.9,-2.7,+2.0,+6.3,-4.3,-3.2
2021,BKN,Green,53%,16.6,20.9,-4.3,+3.0,+6.3,-3.3,-4.0
2021,BKN,T.Johnson,20%,9.5,17.1,-7.6,+3.3,+4.8,-1.5,-5.6
2021,BKN,Jordan,36%,21.5,25.4,-4.0,-1.6,+8.0,-9.6,-5.9
2021,BKN,Luwawu-Cabarrot,30%,10.2,18.1,-7.9,-1.4,+7.1,-8.4,-8.1
2021,BKN,Prince,6%,15.2,25.5,-10.3,-4.5,+5.1,-9.6,-10.1
2021,BKN,Shumpert,0%,-0.6,10.2,-10.8,-4.6,+4.6,-9.1,-10.3
2021,BKN,Roberson,2%,5.5,20.1,-14.6,-14.9,+4.9,-19.8,-16.3
2021,BKN,Perry,6%,14.1,33.9,-19.8,-8.4,+5.4,-13.8,-17.8
2021,BKN,Pelle,1%,2.1,22.6,-20.5,-14.5,+4.7,-19.2,-20.1
2021,BKN,Kurucs,0%,10.8,27.6,-16.8,-25.3,+4.7,-30.0,-21.2
2021,BKN,Vonleh,0%,-25.9,30.4,-56.4,-80.6,+4.8,-85.3,-47.6
