Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,IND,West,62%,21.4,12.0,+9.4,+7.3,-1.4,+8.6,+9.1
1213,IND,George,76%,17.6,11.2,+6.4,+6.0,-2.2,+8.1,+7.0
1213,IND,Hill,67%,17.5,14.5,+2.9,+7.7,-3.4,+11.1,+5.7
1213,IND,Hibbert,58%,18.2,16.4,+1.8,+8.3,-1.9,+10.2,+4.6
1213,IND,Stephenson,58%,12.5,12.3,+0.2,+8.0,-1.6,+9.6,+3.3
1213,IND,T.Hansbrough,35%,16.2,14.1,+2.1,-0.4,+6.4,-6.8,-0.9
1213,IND,Pendergraph,9%,15.4,19.3,-4.0,+7.2,+3.7,+3.5,-1.5
1213,IND,Johnson,16%,11.8,12.4,-0.6,-0.6,+4.9,-5.5,-2.2
1213,IND,Green,28%,9.7,10.4,-0.7,-0.4,+5.7,-6.1,-2.5
1213,IND,Augustin,31%,11.4,17.3,-5.8,-1.5,+6.5,-8.0,-6.5
1213,IND,Young,18%,7.7,11.9,-4.2,-5.8,+6.1,-11.9,-6.8
1213,IND,Granger,2%,2.9,6.3,-3.4,-10.4,+4.3,-14.7,-7.2
1213,IND,Mahinmi,34%,11.0,16.4,-5.3,-4.9,+8.5,-13.5,-8.1
1213,IND,B.Hansbrough,5%,7.1,13.7,-6.6,-7.7,+4.6,-12.3,-8.5
1213,IND,Plumlee,1%,8.5,30.2,-21.7,-11.3,+4.2,-15.5,-19.6
1213,IND,McGuire,0%,-7.5,22.2,-29.7,-16.0,+4.1,-20.0,-26.5
