Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1112,WAS,N'Diaye,0%,-16.1,-10.1,-6.0,+132.4,-4.9,+137.3,+41.8
1112,WAS,Nene,9%,25.4,12.1,+13.4,+10.7,-6.3,+17.0,+14.6
1112,WAS,Almond,2%,8.9,4.0,+4.9,+24.4,-5.4,+29.9,+13.2
1112,WAS,J.Singleton,8%,20.8,8.4,+12.4,+7.0,-5.9,+12.8,+12.6
1112,WAS,Turiaf,2%,11.9,14.8,-2.9,+12.3,-5.1,+17.4,+3.9
1112,WAS,Martin,12%,12.9,12.9,+0.0,+3.9,-6.0,+9.9,+3.3
1112,WAS,Seraphin,37%,16.3,15.1,+1.2,-1.4,-6.8,+5.4,+2.6
1112,WAS,Wall,75%,17.8,13.8,+4.0,-5.2,-3.6,-1.6,+2.1
1112,WAS,Mason,22%,11.9,13.1,-1.2,-0.5,-6.0,+5.5,+1.1
1112,WAS,Mack,25%,11.9,14.8,-2.9,-1.7,-5.8,+4.2,-0.5
1112,WAS,Young,38%,13.7,12.7,+1.0,-8.2,-2.7,-5.5,-1.1
1112,WAS,Cook,5%,10.5,20.6,-10.1,+8.4,-5.5,+13.9,-2.1
1112,WAS,Booker,40%,16.2,19.5,-3.2,-5.1,-4.6,-0.4,-2.3
1112,WAS,Evans,11%,8.9,18.4,-9.5,+3.5,-5.8,+9.3,-3.2
1112,WAS,McGee,35%,20.5,19.1,+1.4,-13.1,-0.3,-12.8,-3.3
1112,WAS,Ubiles,2%,6.9,6.2,+0.7,-16.6,-4.6,-12.0,-3.5
1112,WAS,Vesely,34%,12.1,17.8,-5.7,-4.3,-5.1,+0.8,-3.5
1112,WAS,Crawford,55%,14.0,16.5,-2.5,-7.9,-0.9,-7.0,-4.0
1112,WAS,Lewis,23%,9.2,14.6,-5.4,-10.3,-3.1,-7.2,-6.0
1112,WAS,Singleton,45%,8.6,18.4,-9.8,-4.8,-4.8,-0.0,-6.6
1112,WAS,Blatche,20%,10.4,18.4,-8.0,-11.7,-3.1,-8.5,-8.2
