Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,MEM,Conley,70%,19.2,14.1,+5.1,+8.8,-6.6,+15.4,+8.5
1213,MEM,Johnson,3%,11.2,5.0,+6.1,+16.9,+3.8,+13.1,+8.5
1213,MEM,Gasol,71%,20.9,15.1,+5.8,+7.4,-3.8,+11.2,+7.6
1213,MEM,Davis,14%,18.5,13.2,+5.3,+6.3,+3.8,+2.5,+4.4
1213,MEM,Randolph,66%,19.0,14.9,+4.1,+5.5,+1.6,+3.9,+4.0
1213,MEM,Prince,30%,10.7,10.4,+0.3,+8.8,+2.2,+6.6,+2.4
1213,MEM,Allen,53%,13.9,11.6,+2.3,+4.9,+3.2,+1.8,+2.1
1213,MEM,Ellington,17%,10.0,8.3,+1.7,+5.1,+3.9,+1.2,+1.5
1213,MEM,Gay,39%,14.5,14.1,+0.3,+5.1,+3.5,+1.6,+0.7
1213,MEM,Pondexter,31%,11.4,13.7,-2.3,+2.0,+5.1,-3.1,-2.6
1213,MEM,Bayless,45%,13.9,15.6,-1.8,+0.2,+7.3,-7.1,-3.6
1213,MEM,Speights,15%,16.7,17.6,-1.0,-4.1,+5.5,-9.7,-3.9
1213,MEM,Daye,8%,13.9,15.7,-1.9,-8.5,+5.3,-13.7,-5.8
1213,MEM,Leuer,2%,18.7,19.5,-0.8,-12.5,+4.5,-17.1,-6.3
1213,MEM,Arthur,25%,12.1,19.1,-7.0,-5.0,+7.1,-12.1,-8.7
1213,MEM,Wroten,7%,9.1,14.9,-5.8,-10.1,+5.2,-15.2,-8.9
1213,MEM,Dooling,2%,11.5,18.2,-6.6,-11.8,+4.5,-16.2,-9.8
1213,MEM,Haddadi,2%,7.6,23.3,-15.8,+3.3,+4.1,-0.8,-10.8
1213,MEM,Selby,1%,-1.2,12.2,-13.4,-32.6,+4.7,-37.3,-21.4
1213,MEM,Pittman,1%,-9.6,11.1,-20.7,-42.9,+4.4,-47.3,-29.6
