Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0910,MEM,Gilder,0%,33.6,20.0,+13.6,+28.1,-1.5,+29.7,+20.0
0910,MEM,Hudson,2%,20.1,12.4,+7.7,+6.3,-1.6,+7.9,+7.8
0910,MEM,Randolph,77%,23.6,17.6,+6.0,+0.3,-7.3,+7.5,+6.6
0910,MEM,Gasol,62%,21.4,17.2,+4.2,+2.1,-7.4,+9.5,+6.3
0910,MEM,Gay,80%,18.1,15.6,+2.5,+0.1,-7.7,+7.8,+4.7
0910,MEM,Mayo,78%,16.2,17.3,-1.0,-0.9,-3.8,+2.9,+0.5
0910,MEM,Conley,65%,15.4,19.7,-4.2,+0.7,-5.4,+6.1,-0.1
0910,MEM,Hunter,4%,13.0,10.6,+2.4,-9.7,-1.2,-8.6,-2.0
0910,MEM,Thabeet,22%,14.3,16.0,-1.7,-4.3,-0.7,-3.7,-2.5
0910,MEM,Iverson,2%,18.7,15.4,+3.2,-15.1,-1.3,-13.8,-3.6
0910,MEM,Tinsley,15%,8.8,17.2,-8.4,-0.2,-1.7,+1.5,-4.4
0910,MEM,Brewer,2%,6.8,7.8,-1.0,-12.6,-1.3,-11.4,-5.1
0910,MEM,Carroll,20%,9.6,17.5,-7.9,-3.1,-1.1,-2.0,-5.5
0910,MEM,Young,33%,14.5,17.7,-3.2,-8.3,+1.9,-10.2,-6.0
0910,MEM,Williams,22%,11.8,20.5,-8.7,-7.5,+0.2,-7.7,-8.3
0910,MEM,Arthur,11%,11.8,23.7,-11.9,-11.1,-0.2,-10.9,-11.5
0910,MEM,Haddadi,6%,8.1,25.2,-17.1,-12.4,-0.8,-11.6,-14.9
