Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1718,CHI,Mirotic,16%,26.1,19.6,+6.5,+5.2,-9.4,+14.6,+9.2
1718,CHI,Portis,41%,23.0,19.2,+3.8,-2.4,-10.4,+8.0,+5.2
1718,CHI,Vonleh,10%,16.7,15.6,+1.0,-2.9,-7.6,+4.6,+2.2
1718,CHI,Payne,15%,16.2,15.1,+1.2,-7.5,-7.1,-0.4,+0.6
1718,CHI,Kilpatrick,5%,21.1,15.6,+5.4,-9.4,-7.0,-2.4,+0.3
1718,CHI,Eddie,0%,-15.6,-22.2,+6.5,+160.9,-7.2,+168.1,+0.1
1718,CHI,Holiday,57%,12.7,17.0,-4.3,-3.8,-11.5,+7.6,-0.3
1718,CHI,Valentine,53%,14.4,16.7,-2.3,-6.4,-8.0,+1.6,-1.0
1718,CHI,Markkanen,51%,18.6,18.2,+0.4,-9.4,-4.7,-4.7,-1.3
1718,CHI,LaVine,17%,17.2,15.7,+1.5,-12.8,-6.0,-6.9,-1.3
1718,CHI,Arcidiacono,8%,8.7,12.7,-4.0,-3.9,-7.4,+3.5,-1.5
1718,CHI,Lopez,43%,16.8,20.8,-4.0,-5.8,-8.1,+2.3,-1.9
1718,CHI,Grant,42%,16.7,20.3,-3.6,-7.5,-6.9,-0.6,-2.6
1718,CHI,Blakeney,8%,11.7,19.3,-7.5,-0.6,-7.7,+7.0,-2.7
1718,CHI,Nwaba,41%,14.3,19.8,-5.5,-7.1,-7.1,-0.0,-3.7
1718,CHI,Dunn,38%,17.0,21.5,-4.6,-8.6,-6.2,-2.5,-3.9
1718,CHI,Felder,3%,4.3,14.4,-10.0,-17.3,-6.8,-10.6,-10.2
1718,CHI,Felicio,24%,14.7,23.6,-8.9,-16.9,-4.0,-12.9,-10.2
1718,CHI,Zipser,21%,6.3,21.8,-15.5,-13.2,-5.5,-7.6,-12.9
1718,CHI,Pondexter,5%,4.8,17.8,-13.0,-22.2,-6.4,-15.9,-14.0
1718,CHI,Asik,2%,0.4,41.4,-41.0,-23.0,-6.9,-16.1,-32.7
