Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1617,BKN,McCullough,2%,18.8,21.6,-2.8,+34.5,-7.5,+42.0,+8.1
1617,BKN,Lopez,56%,23.2,17.4,+5.8,-3.4,-10.9,+7.5,+6.4
1617,BKN,Goodwin,5%,21.4,10.9,+10.4,-8.9,-6.6,-2.3,+6.2
1617,BKN,McDaniels,7%,14.3,13.9,+0.4,-3.3,-7.0,+3.7,+1.5
1617,BKN,Lin,22%,22.1,21.3,+0.7,-4.6,-7.3,+2.8,+1.4
1617,BKN,Dinwiddie,34%,14.7,15.5,-0.8,-4.8,-7.7,+2.9,+0.4
1617,BKN,LeVert,31%,14.3,17.0,-2.7,-3.5,-8.2,+4.6,-0.3
1617,BKN,Booker,44%,18.5,17.3,+1.1,-9.2,-4.7,-4.5,-0.7
1617,BKN,Kilpatrick,44%,15.2,17.0,-1.8,-6.2,-7.1,+1.0,-0.9
1617,BKN,Hollis-Jefferson,45%,16.1,17.2,-1.1,-7.2,-6.3,-0.9,-1.1
1617,BKN,Acy,13%,15.2,20.2,-5.0,-1.1,-7.5,+6.4,-1.2
1617,BKN,Bogdanovic,38%,15.0,18.8,-3.7,-9.5,-5.0,-4.5,-4.0
1617,BKN,Whitehead,42%,8.7,17.8,-9.1,-3.4,-9.1,+5.7,-4.2
1617,BKN,Harris,29%,10.5,15.0,-4.5,-12.0,-4.6,-7.4,-5.4
1617,BKN,Bennett,7%,16.9,23.6,-6.7,-12.4,-6.3,-6.1,-6.5
1617,BKN,Hamilton,30%,15.6,21.8,-6.2,-11.8,-4.6,-7.2,-6.5
1617,BKN,Scola,12%,16.1,24.9,-8.8,-8.6,-6.5,-2.2,-6.6
1617,BKN,Vasquez,1%,4.8,10.0,-5.2,-16.3,-6.6,-9.6,-6.7
1617,BKN,Foye,33%,8.6,19.5,-10.9,-7.7,-6.2,-1.4,-7.7
1617,BKN,Ferrell,4%,7.3,17.5,-10.2,-14.0,-6.4,-7.5,-9.3
1617,BKN,Nicholson,3%,6.3,21.3,-15.0,-26.1,-6.2,-19.9,-16.6
