Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1415,TOR,Williams,51%,20.8,14.1,+6.6,+7.1,-1.1,+8.2,+7.2
1415,TOR,DeRozan,53%,18.2,13.5,+4.7,+3.0,+3.1,-0.1,+3.1
1415,TOR,Lowry,61%,20.3,18.2,+2.1,+4.0,+1.6,+2.4,+2.2
1415,TOR,J.Johnson,35%,19.2,17.6,+1.6,+5.2,+1.9,+3.3,+2.2
1415,TOR,Patterson,54%,15.8,15.9,-0.1,+5.6,-0.0,+5.7,+1.8
1415,TOR,Hansbrough,27%,14.5,16.3,-1.8,+8.8,+1.0,+7.8,+1.4
1415,TOR,Valanciunas,53%,22.3,16.6,+5.7,-0.6,+7.1,-7.8,+1.2
1415,TOR,A.Johnson,50%,16.5,17.7,-1.1,+1.4,+4.7,-3.2,-1.8
1415,TOR,Vasquez,50%,13.2,16.8,-3.7,+1.7,+4.4,-2.6,-3.3
1415,TOR,Ross,53%,11.6,16.7,-5.0,+0.8,+5.5,-4.7,-4.9
1415,TOR,Hayes,6%,11.3,23.1,-11.9,+6.9,+2.8,+4.2,-6.5
1415,TOR,Nogueira,1%,5.6,5.9,-0.3,-22.9,+3.2,-26.1,-8.9
1415,TOR,Fields,5%,11.6,16.6,-5.1,-17.3,+4.2,-21.5,-10.5
1415,TOR,Stiemsma,2%,8.3,22.7,-14.4,-19.0,+3.4,-22.4,-17.1
1415,TOR,Caboclo,1%,-3.6,29.1,-32.7,-54.6,+3.4,-58.0,-31.8
