Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,LAL,Bryant,70%,25.0,12.0,+13.0,+7.3,+3.2,+4.2,+10.1
1011,LAL,Gasol,77%,25.0,15.5,+9.5,+8.4,-1.7,+10.1,+9.7
1011,LAL,T.Johnson,0%,16.9,3.4,+13.4,+3.6,+6.1,-2.5,+8.1
1011,LAL,Bynum,38%,22.9,12.8,+10.0,+6.4,+5.9,+0.5,+6.8
1011,LAL,Odom,67%,21.0,14.7,+6.2,+6.9,+4.4,+2.5,+5.0
1011,LAL,Brown,40%,14.1,11.2,+2.9,+3.4,+7.8,-4.4,+0.5
1011,LAL,Artest,61%,11.8,14.4,-2.6,+8.5,+2.3,+6.3,+0.4
1011,LAL,Barnes,26%,15.7,14.7,+1.0,+1.0,+7.8,-6.8,-1.6
1011,LAL,Ebanks,3%,20.3,11.3,+9.0,-17.1,+6.8,-23.9,-1.9
1011,LAL,Fisher,58%,9.4,18.9,-9.5,+9.3,+1.6,+7.7,-3.8
1011,LAL,Blake,40%,7.9,17.3,-9.5,+2.3,+8.5,-6.2,-8.4
1011,LAL,Smith,1%,2.1,12.8,-10.7,-2.2,+6.2,-8.3,-9.9
1011,LAL,Walton,12%,5.2,19.1,-13.9,+3.4,+6.4,-3.1,-10.3
1011,LAL,Ratliff,2%,4.7,13.2,-8.5,-18.5,+6.5,-25.0,-14.0
1011,LAL,Caracter,5%,10.5,25.5,-15.0,-12.5,+7.1,-19.6,-16.5
1011,LAL,Vujacic,1%,2.7,22.0,-19.3,-19.6,+6.4,-26.0,-21.5
