Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1920,LAL,James,68%,31.5,13.6,+17.8,+9.3,-1.4,+10.7,+15.5
1920,LAL,Davis,62%,33.4,15.3,+18.1,+5.5,+6.5,-1.0,+11.7
1920,LAL,Howard,38%,22.7,17.6,+5.1,+6.1,+5.8,+0.3,+3.5
1920,LAL,McGee,33%,23.4,19.8,+3.6,+5.7,+6.0,-0.3,+2.3
1920,LAL,Caruso,34%,13.3,15.8,-2.6,+10.3,+3.6,+6.7,+0.5
1920,LAL,Cacok,0%,36.1,27.6,+8.5,+28.0,+5.8,+22.2,+0.1
1920,LAL,Cousins,0%,0.0,0.0,+0.0,+0.0,+5.9,-5.9,+0.0
1920,LAL,Kuzma,45%,15.1,15.4,-0.3,+5.8,+6.0,-0.2,-0.2
1920,LAL,Green,49%,13.1,16.1,-3.0,+7.4,+4.4,+3.1,-1.0
1920,LAL,Daniels,13%,11.1,13.4,-2.4,-0.2,+6.8,-7.0,-3.9
1920,LAL,Waiters,5%,13.3,18.9,-5.6,+5.0,+5.9,-0.9,-4.0
1920,LAL,Caldwell-Pope,52%,13.4,17.8,-4.4,+4.3,+7.6,-3.3,-4.0
1920,LAL,Rondo,29%,15.3,19.1,-3.7,+2.2,+7.4,-5.1,-4.2
1920,LAL,Bradley,35%,10.9,19.4,-8.5,+7.6,+5.0,+2.6,-4.8
1920,LAL,Cook,15%,12.4,22.0,-9.6,+5.5,+6.0,-0.5,-6.6
1920,LAL,Dudley,10%,9.9,17.9,-8.0,+2.5,+6.3,-3.8,-6.6
1920,LAL,Morris,6%,12.1,20.3,-8.2,-7.3,+6.7,-14.1,-10.1
1920,LAL,Horton-Tucker,2%,14.8,22.7,-7.9,-10.8,+6.3,-17.2,-11.0
1920,LAL,Antetokounmpo,1%,20.3,44.6,-24.3,+17.9,+5.8,+12.1,-12.2
1920,LAL,Smith,2%,0.3,16.4,-16.2,-21.8,+6.5,-28.3,-20.2
1920,LAL,NorvellJr.,0%,-6.4,32.1,-38.6,-42.4,+6.0,-48.3,-35.7
