Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,ATL,Johnson,65%,17.1,11.8,+5.4,+1.6,-5.3,+6.9,+5.9
1011,ATL,Horford,69%,22.5,16.3,+6.1,+0.8,-4.4,+5.2,+5.8
1011,ATL,Smith,67%,20.6,16.0,+4.6,+1.3,-5.1,+6.4,+5.2
1011,ATL,Ja.Crawford,58%,14.8,13.9,+0.9,+0.0,-2.0,+2.1,+1.3
1011,ATL,Bibby,42%,12.5,17.3,-4.9,+3.9,-4.3,+8.1,-0.5
1011,ATL,Williams,47%,14.4,15.3,-0.8,-1.1,-0.6,-0.5,-0.7
1011,ATL,Teague,24%,15.6,16.7,-1.1,-3.1,-0.1,-3.0,-1.7
1011,ATL,Collins,15%,5.9,15.2,-9.3,+7.1,-2.2,+9.3,-3.1
1011,ATL,Armstrong,2%,11.1,15.9,-4.8,-6.3,-0.7,-5.6,-5.1
1011,ATL,Pachulia,32%,13.5,18.4,-4.9,-5.1,+1.1,-6.2,-5.3
1011,ATL,Wilkins,17%,12.3,18.1,-5.8,-8.5,+0.8,-9.3,-7.0
1011,ATL,Evans,21%,7.8,16.4,-8.6,-5.0,+0.3,-5.3,-7.5
1011,ATL,Sy,1%,9.3,14.2,-5.0,-16.0,-0.7,-15.3,-8.4
1011,ATL,Jo.Crawford,4%,7.2,17.1,-9.9,-10.2,-0.4,-9.8,-9.9
1011,ATL,Powell,17%,8.2,22.3,-14.1,-8.7,+0.8,-9.5,-12.6
1011,ATL,Hinrich,17%,10.3,24.6,-14.3,-8.7,+0.9,-9.6,-12.7
1011,ATL,Thomas,2%,16.4,29.4,-13.0,-15.2,-0.5,-14.7,-13.6
