Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1819,HOU,Harden,72%,38.0,17.4,+20.6,+6.1,+1.5,+4.6,+15.2
1819,HOU,Capela,57%,29.4,19.8,+9.6,+5.0,+4.6,+0.5,+6.6
1819,HOU,Paul,47%,24.5,19.0,+5.5,+7.8,+2.2,+5.6,+5.5
1819,HOU,Faried,15%,26.9,24.2,+2.7,+6.6,+4.5,+2.1,+2.5
1819,HOU,HouseJr.,25%,15.2,16.2,-0.9,+8.4,+3.7,+4.8,+1.0
1819,HOU,Gordon,54%,15.1,17.2,-2.1,+7.9,+1.2,+6.7,+0.8
1819,HOU,Zhou,0%,99.0,-10.5,+109.5,-104.7,+4.9,-109.6,+0.6
1819,HOU,Green,37%,14.1,16.9,-2.8,+4.4,+5.1,-0.7,-2.1
1819,HOU,Nene,14%,14.7,22.4,-7.7,+9.2,+4.1,+5.0,-3.5
1819,HOU,EnnisIII,24%,13.8,17.3,-3.5,+0.2,+6.3,-6.1,-4.4
1819,HOU,Shumpert,10%,7.7,11.4,-3.7,-0.4,+5.4,-5.8,-4.4
1819,HOU,Rivers,34%,10.0,19.0,-8.9,+4.7,+4.9,-0.1,-6.0
1819,HOU,Tucker,71%,11.4,20.4,-9.0,+4.3,+6.1,-1.8,-6.6
1819,HOU,Clark,16%,11.5,20.4,-8.8,+2.0,+5.4,-3.4,-7.0
1819,HOU,Hartenstein,6%,11.9,28.3,-16.4,+8.7,+4.6,+4.1,-9.6
1819,HOU,Edwards,0%,4.8,17.7,-12.9,-6.4,+4.9,-11.3,-12.4
1819,HOU,Nunnally,1%,-1.2,9.7,-10.9,-11.9,+5.0,-16.8,-12.9
1819,HOU,Anthony,7%,13.6,24.8,-11.2,-10.5,+6.1,-16.5,-13.0
1819,HOU,Chiozza,1%,9.1,17.8,-8.7,-19.0,+5.0,-24.0,-13.8
1819,HOU,Carter-Williams,4%,15.6,27.8,-12.2,-21.9,+5.8,-27.7,-17.4
1819,HOU,Knight,3%,1.0,21.3,-20.3,-7.0,+5.2,-12.2,-17.6
1819,HOU,Chriss,3%,4.4,30.5,-26.1,-10.6,+5.2,-15.8,-22.6
1819,HOU,Jones,0%,-16.6,38.4,-55.0,-118.8,+5.0,-123.8,-46.7
