Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0809,MIN,Booth,0%,0.0,-64.2,+64.2,+144.0,-4.9,+148.9,+98.1
0809,MIN,Jefferson,46%,25.7,19.4,+6.3,-2.8,-6.7,+3.9,+5.4
0809,MIN,Williams,5%,18.1,19.0,-0.9,+4.2,-5.4,+9.6,+3.3
0809,MIN,Smith,37%,18.8,16.8,+2.0,-5.8,-4.4,-1.4,+0.6
0809,MIN,Brown,6%,13.2,13.9,-0.6,-4.1,-4.9,+0.8,-0.1
0809,MIN,Miller,59%,15.5,16.2,-0.7,-5.0,-4.8,-0.2,-0.5
0809,MIN,Brewer,8%,12.5,16.3,-3.8,-0.8,-5.2,+4.4,-0.5
0809,MIN,Foye,63%,15.3,18.0,-2.7,-4.0,-6.4,+2.3,-0.7
0809,MIN,Love,52%,20.5,19.8,+0.7,-6.2,-3.4,-2.8,-0.7
0809,MIN,Cardinal,23%,9.2,15.4,-6.2,+0.4,-6.5,+6.9,-1.0
0809,MIN,Telfair,53%,12.1,19.2,-7.1,-1.8,-8.3,+6.5,-1.7
0809,MIN,Carney,30%,13.4,17.4,-4.0,-5.8,-4.5,-1.4,-3.0
0809,MIN,Gomes,66%,14.0,17.6,-3.6,-6.3,-2.1,-4.3,-3.9
0809,MIN,Ollie,21%,11.1,17.5,-6.4,-7.2,-4.3,-2.9,-5.0
0809,MIN,McCants,16%,11.0,18.9,-7.9,-11.0,-3.7,-7.3,-7.7
0809,MIN,Madsen,3%,0.1,20.8,-20.8,+5.0,-5.2,+10.2,-8.4
0809,MIN,Collins,11%,3.9,18.7,-14.8,-20.8,-3.0,-17.9,-16.0
