Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,POR,Lillard,69%,32.2,18.3,+13.9,+1.6,-7.5,+9.2,+12.3
1920,POR,Whiteside,56%,29.8,20.4,+9.4,+2.8,-6.3,+9.1,+9.3
1920,POR,McCollum,72%,20.3,17.5,+2.8,+0.3,-4.8,+5.1,+3.6
1920,POR,Nurkic,7%,26.9,22.5,+4.3,-0.8,-1.2,+0.4,+3.0
1920,POR,Adams,0%,0.0,0.0,+0.0,+0.0,-1.2,+1.2,+0.0
1920,POR,Gasol,0%,0.0,0.0,+0.0,+0.0,-1.2,+1.2,+0.0
1920,POR,Hood,17%,14.6,15.8,-1.2,+0.4,-1.5,+1.9,-0.2
1920,POR,Hoard,3%,17.9,21.3,-3.4,+4.8,-1.3,+6.2,-0.2
1920,POR,Gabriel,5%,12.2,12.1,+0.1,-4.5,-1.0,-3.6,-1.1
1920,POR,TrentJr.,37%,15.3,17.4,-2.1,-1.9,-0.7,-1.2,-1.8
1920,POR,Anthony,53%,15.0,19.5,-4.5,+0.5,-3.0,+3.5,-1.9
1920,POR,Ariza,20%,15.4,20.9,-5.5,+2.3,-2.0,+4.3,-2.2
1920,POR,Labissiere,16%,18.0,23.2,-5.2,+1.0,-1.6,+2.6,-2.6
1920,POR,Collins,8%,11.8,21.0,-9.3,+6.1,-1.8,+7.9,-3.5
1920,POR,Bazemore,31%,9.2,17.5,-8.3,+0.7,-2.0,+2.6,-4.6
1920,POR,Little,16%,11.6,21.5,-9.8,-4.6,-0.5,-4.1,-7.9
1920,POR,Simons,41%,10.8,17.1,-6.3,-8.3,+3.7,-12.0,-8.2
1920,POR,Hezonja,24%,11.7,20.0,-8.3,-9.9,+1.6,-11.5,-9.4
1920,POR,Tolliver,16%,9.2,20.1,-10.9,-13.5,+1.1,-14.6,-12.1
1920,POR,Swanigan,7%,10.2,26.8,-16.7,-5.7,-0.8,-4.9,-12.8
1920,POR,Brown,1%,9.1,45.9,-36.8,-51.2,-0.7,-50.5,-34.5
