Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1617,WAS,Beal,68%,22.8,14.5,+8.3,+5.9,-6.9,+12.8,+9.8
1617,WAS,Wall,71%,26.5,16.6,+9.8,+4.2,-4.1,+8.3,+9.3
1617,WAS,McCullough,0%,2.0,-5.2,+7.3,+0.0,+1.8,-1.8,+4.2
1617,WAS,Porter,66%,19.9,17.1,+2.9,+3.5,-1.5,+5.0,+3.6
1617,WAS,Gortat,64%,18.0,19.8,-1.8,+3.8,-1.8,+5.6,+0.7
1617,WAS,Bogdanovic,15%,16.9,17.9,-1.0,+2.0,+1.8,+0.2,-0.6
1617,WAS,House,0%,-35.9,-35.9,+0.0,+0.0,+1.8,-1.8,-0.6
1617,WAS,Morris,60%,15.8,19.9,-4.0,+3.6,-0.9,+4.5,-1.2
1617,WAS,Satoransky,18%,9.7,11.6,-1.9,+1.0,+2.0,-1.0,-1.6
1617,WAS,Jennings,9%,11.3,15.6,-4.3,+4.0,+1.6,+2.4,-2.0
1617,WAS,McClellan,7%,11.6,11.6,+0.0,-9.2,+2.6,-11.9,-3.9
1617,WAS,Smith,27%,15.6,20.6,-5.0,-0.4,+2.6,-3.1,-4.4
1617,WAS,Mahinmi,14%,16.5,25.0,-8.6,+2.7,+1.6,+1.0,-5.4
1617,WAS,Oubre,40%,10.5,16.9,-6.4,-1.3,+3.9,-5.1,-6.0
1617,WAS,Burke,18%,12.4,14.1,-1.7,-10.9,+4.5,-15.4,-6.3
1617,WAS,Thornton,14%,11.7,17.7,-5.9,-12.1,+4.1,-16.3,-9.4
1617,WAS,Nicholson,6%,7.2,16.6,-9.4,-14.3,+2.8,-17.1,-12.0
1617,WAS,Ochefu,2%,8.0,32.5,-24.5,-18.0,+2.2,-20.1,-23.0
