Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1718,UTA,Gobert,46%,24.6,17.6,+6.9,+9.2,+0.3,+9.0,+7.6
1718,UTA,Exum,6%,19.7,12.9,+6.8,+6.7,+4.2,+2.4,+5.4
1718,UTA,Mitchell,67%,19.6,16.6,+3.0,+6.7,-0.2,+6.9,+4.3
1718,UTA,Ingles,65%,17.2,14.3,+3.0,+5.0,+3.2,+1.8,+2.6
1718,UTA,Neto,13%,14.1,14.8,-0.7,+11.7,+3.3,+8.4,+2.3
1718,UTA,Sefolosha,20%,18.9,15.1,+3.8,+3.5,+4.6,-1.1,+2.2
1718,UTA,Favors,54%,22.1,17.9,+4.2,+3.2,+5.8,-2.5,+2.0
1718,UTA,O'Neale,29%,13.2,13.2,+0.1,+8.4,+2.7,+5.7,+1.9
1718,UTA,Crowder,19%,12.8,13.6,-0.9,+9.3,+3.2,+6.1,+1.5
1718,UTA,Mitrou-Long,0%,99.0,-93.6,+192.6,+464.5,+4.3,+460.2,+1.4
1718,UTA,Bradley,1%,12.1,8.2,+3.9,+1.8,+4.4,-2.6,+0.0
1718,UTA,Griffin,0%,0.0,0.0,+0.0,+0.0,+4.4,-4.4,+0.0
1718,UTA,Rubio,57%,18.3,19.5,-1.2,+4.5,+4.2,+0.4,-0.7
1718,UTA,Hood,27%,17.9,14.6,+3.3,-3.8,+7.5,-11.3,-1.6
1718,UTA,Jerebko,29%,15.8,17.3,-1.5,+2.5,+5.1,-2.6,-1.9
1718,UTA,Udoh,20%,17.5,20.2,-2.7,+3.8,+4.5,-0.8,-2.0
1718,UTA,Burks,27%,15.8,16.1,-0.3,-0.5,+6.2,-6.7,-2.4
1718,UTA,Johnson,18%,10.9,15.0,-4.1,-6.9,+6.8,-13.7,-7.3
1718,UTA,Wolters,0%,-3.9,24.3,-28.2,+8.6,+4.4,+4.2,-17.4
1718,UTA,Niang,1%,11.4,25.3,-13.9,-20.5,+4.6,-25.0,-17.6
1718,UTA,Stockton,0%,38.5,51.0,-12.6,-58.9,+4.5,-63.4,-18.4
1718,UTA,McCree,0%,-11.0,25.0,-36.0,-60.3,+4.5,-64.8,-34.0
